NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CALCUL NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
LUNA 15;HS1170N5850E;1170N5850E;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Impact volontaire;Action humaine;13/07/1969;(URSS / MOM / Lavochkin);Non applicable;Luna 15 / Lunik 15 (Class Ye-8-5);(USSR / MOM / Lavochkin);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;58,5;58,5;58 ° 30 '  Est;11,7;11 ° 42 '  Nord;Face visible;Nord-Est;Limbe Est de la Lune;38;Neper;263;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;??;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 13 Juillet 1969 de Baïkonour.;Sonde de 5700 kg. Même classe que Luna 16. Comporte une sonde d'alunissage de 1 880 kg avec module de retour d'échantillons de sol prélevés. Se met en orbite autour de la Lune le 17 juillet. Réalise 52 orbites lunaires avant la tentative d'alunissage. ;S'écrase dans Mare Crisium peu après le succès de la mission américaine Apollo 11 par suite d'erreurs de programmation ne prenant pas en compte l'effet gravifique du aux mascons.;;;Non décrit;0;Non visible;3;3 jours après la Nouvelle Lune;2 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 11 BASE;HS70N2350E;70N2350E;Formation répertoriée;Site historique;Pas de type UAI;Mission humaine / Atterrissage ;Action humaine;16/07/1969;(NASA/USA);Non applicable;Apollo 11 / Base d'alunissage;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;23,5;23,5;23 ° 30 '  Est;0,7;0 ° 42 '  Nord;Face visible;Nord-Est;Partie Est de la Mer de la Tranquillité;35;Arago;276;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;IV-085-H1;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 16 Juillet 1969 / 13h 32mn (TU) de Cape Kennedy. Vehicle 3,9m diameter. Command Module Columbia (CM) 3,65 m high and 5,6 t.  Service Module (SM) 7,6 m long and 23,2 t. Lunar Module Eagle (LM) 6 m high, 4,2 m large and 15,1 t whom 10,85 t propellants.;Neil A. ARMSTRONG (Commandant) Edwin E. ALDRIN (Pilote du LM) Michael COLLINS (Pilote du CSM). Premier alunissage humain le 20 juillet 1969 à 20h 17mn 40s. Première marche sur la Lune le 21 Juillet 1969 à 2h 56mn 15s. Marche de 2h 31mn. Distance parcourue 250 m à 100 m maximum du LM.;21.4kg de roches collectées dont deux carottes. Early Apollo Surface Experiments Package (EASEP) avec réflecteur laser, sismomètre, mesure du vent solaire. Alimentation par panneaux solaires. Fin de transmissions de l'EASEP le 27 ao ût 1969.;Décollage le 21 juillet à 17h 54mn. Séjour total sur la Lune : 21h 36mn. Amérissage le 24 juillet 1969 à 16h 50mn. Durée totale de la mission 8j 3h 18mn. ;;Non décrit;0;Non visible;5;5 jours après la Nouvelle Lune;4 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 12 BASE;HS300S2320W;300S2320W;Formation répertoriée;Site historique;Pas de type UAI;Mission humaine / Atterrissage ;Action humaine;14/11/1969;(NASA/USA);Non applicable;Apollo 12 / Base d'alunissage;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-23,2;336,8;23 ° 12 '  Ouest;-3;3 ° 0 '  Sud;Face visible;Sud-Ouest;Région au Sud-Est de l'Océan des Tempêtes;42;Fra Mauro;249;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;IV-125-H3;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 14 Novembre 1969 / 16h 22mn (TU) de Cape Kennedy. Vehicle 3,9m diameter. Command Module Yankee Clipper (CM) 3,65 m high and 5,6 t.  Service Module (SM) 7,6 m long and 23,1 t. Lunar  Module Intrepid (LM) 6 m high, 4,2 m wide and 15,1 t whom 10,75 t propellants.;Charles P. CONRAD (Commandant) Alan L. BEAN (Pilote du LM) Richard F.GORDON (Pilote du CSM). Alunissage le 19 novembre 1969 à 6h 54mn 35s. Première marche le 19 novembre de 3h 56mn. Seconde marche le 20 novembre de 3h 50mn. Distance totale parcourue 1350 m.;34,4 kg de roches ramenés. Récupération de 10 kg de pièces dont la caméra sur la sonde Surveyor 3 distante de 180 m. Apollo Lunar Surface Experiment Package (ALSEP) avec sismomètre, détecteur d'ions, détecteur de poussières, magnétomètre, spectromètre et analyseur d'atmosphère. Alimentation par générateur thermoélectrique au plutonium 238 SNAP-27. Fin des transmissions de l'ALSEP le 30 septembre 1977. ;Décollage le 20 novembre à 14h 25mn. Séjour total sur la Lune : 1j 7h 31mn. Amérissage le 24 novembre 1969 à 20 h 58 mn. Durée totale de la mission : 10j 4h. ;;Non décrit;0;Non visible;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 12 LM;HS394S2120W;394S2120W;Formation répertoriée;Site historique;Pas de type UAI;Equipement inerte / Impact volontaire;Action humaine;14/11/1969;(NASA/USA);Non applicable;Apollo 12 mission / Etage ascensionnel du LEM;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-21,2;338,8;21 ° 12 '  Ouest;-3,94;3 ° 4 '  Sud;Face visible;Sud-Ouest;Région au Sud-Est de l'Océan des Tempêtes;42;Fra Mauro;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 14 Novembre 1969 / 16h 22mn (TU) de Cape Kennedy. Lunar  Module Intrepid (LM).;Etage de remontée du Lunar  Module (LM) de la mission Apollo 12 précipité sur le sol lunaire pour activer les sismographes laissés à la surface. S'écrase à proximité du craterlet Fra Mauro B le 20 novembre 1969 à 22h 17mn 17s.;Impact à 1,68 km/s avec un angle de 3,7 ° par rapport à l'horizontale. Energie dégagée 3,36 x 10^16 ergs.;;;Non décrit;0;Non visible;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 13 S IV B;HS275S2786W;275S2786W;Formation répertoriée;Site historique;Pas de type UAI;Equipement inerte / Impact volontaire;Action humaine;13/04/1970;(NASA/USA);Non applicable;Apollo 13 / 3ème étage S IV B de la fusée Saturn 5;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-27,86;332,14;27 ° 52 '  Ouest;-2,75;2 ° 15 '  Sud;Face visible;Sud-Ouest;Partie Sud-Est de l'Océan des Tempêtes;41;Euclides;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 13 Avril 1970 de Cape Kennedy.;Troisième étage de la fusée Saturne 5 de la mission Apollo 13 (Etage d'insertion en orbite de transfert lunaire) précipité sur le sol lunaire pour activer les sismographes laissés sur la surface. S'écrase le 15 avril 1970 dans la partie Est de Oceanus Procellarum à 1h 9mn 41s.;Impact à 2,58 km/s avec un angle de 76 ° par rapport à l'horizontale. Energie dégagée 4,63 x 10^17 ergs.;;;Non décrit;0;Non visible;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
LUNA 16;HS80N5640E;80N5640E;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Atterrissage ;Action humaine;12/09/1970;(URSS / MOM / Lavochkin);Non applicable;Luna 16 / Lunik 16 (Class Ye-8-5);(USSR / MOM / Lavochkin);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;56,4;56,4;56 ° 24 '  Est;0,8;0 ° 48 '  Nord;Face visible;Nord-Est;Limbe Est de la Lune;38;Neper;229;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;??;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 12 Septembre 1970 / 13h 25mn (UT) de Baïkonour.;Sonde de 5700 kg. Sonde d'alunissage de 1 880 kg. Alunissage en douceur dans Mare Fecunditatis le 17 septembre 1970 à 5h 18mn. Bras extensible. Creuse le sol jusqu'à 35 cm de profondeur. Séjour de 26h 25 mn. ;Atterrissage de la capsule de retour le 24 septembre au Kazakhstan. Revient sur Terre avec une carotte de 101 g de roches lunaires. Etage de descente opérationnel pendant plusieurs semaines envoyant des données de température et de radiations.;;;Non décrit;0;Non visible;3;3 jours après la Nouvelle Lune;2 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
LUNA 17;HS3820N3520W;3820N3520W;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Atterrissage ;Action humaine;10/11/1970;(URSS / MOM / Lavochkin);Non applicable;Luna 17 + Lunakhod 1 / Lunik 17 + Lunakhod 1 (Class Ye-8) ;(USSR / MOM / Lavochkin);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-35,2;324,8;35 ° 12 '  Ouest;38,2;38 ° 12 '  Nord;Face visible;Nord-Ouest;Partie Nord-Ouest de la Mer des Pluies;10;Sinus Iridum;358;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;??;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 10 Novembre 1970 / 14h 44mn (UT) de Baïkonour.;Sonde de 5600 kg avec un module d'alunissage de 1814 kg. Celui-ci comporte deux rampes pour permettre la descente sur la surface de Lunakhod 1 véhicule radiocommandé depuis la Terre.;Alunissage en douceur dans Mare Imbrium. Lunakhod 1 est long de 2,2 m, large de 1,6 m et haut de 1,35 m avec huit roues à suspension, moteurs et freins indépendants. Masse 756 kg. Alimentation par panneau solaire. Chauffage interne au Polonium 210. Vitesse de 1 à 2 km/h. Parcourut 10 542 m en 10 mois. Quatre caméras dont deux stéréoscopiques. ;Analyse des propriétés physico-mécaniques du sol lunaire à plus de 500 endroits avec un testeur de sol. Analyse chimique du sol lunaire en 25 points. Magnétomètre. Radiomètre. Envoie plus de 20 000 photographies dont 210 panoramas. Fin de la mission, le 4 octobre 1971.;;Non décrit;0;Non visible;10;3 jours après le Premier Quartier;2 jours après le Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 14 BASE;HS360S1740W;360S1740W;Formation répertoriée;Site historique;Pas de type UAI;Mission humaine / Atterrissage ;Action humaine;31/01/1971;(NASA/USA);Non applicable;Apollo 14 / Base d'alunissage;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-17,4;342,6;17 ° 24 '  Ouest;-3,6;3 ° 24 '  Sud;Face visible;Sud-Ouest;Région au Sud-Est de l'Océan des Tempêtes;42;Fra Mauro;216;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;IV-120-H3;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 31 Janvier 1971 / 21h 03mn (TU) de Cape Kennedy. Vehicle 3,9 m diameter. Command Module Kitty Hawk (CM) 3,65 m high and 5,7 t.  Service Module (SM) 7,6 m long and 23,5 t. Lunar  Module Antares (LM) 6 m high, 4,2 m wide and 15,3 t whom 11 t propellants.;Alan B. SHEPARD (Commandant) Edgar D. MITCHELL (Pilote du LM) Stuart A. Roosa (Pilote du CSM). Alunissage le 5 février 1971 à 9h 18mn 11s. LM incliné de 8 °. Première marche le 5 février de 14h 42mn à 19h 30mn (4h 48mn). Seconde marche le 6 février de 8h 11mn à 12h 45mn (4h 34mn) jusqu'au cratère Cone. Distance totale parcourue 3,45 km.;42,9 kg de roches ramenés. Shepard lanÃ§a deux balles de golf avec un échantilloneur ! Utilisation de la brouette lunaire. Apollo Lunar Surface Experiment Package (ALSEP) avec transmetteur radio, sismomètre passif, sismomètre actif, détecteur d'ions, détecteur de poussières, magnétomètre, réflecteur laser. Alimentation par générateur thermoélectrique au plutonium 238 SNAP-27. Fin des transmissions de l'ALSEP le 30 septembre 1977. ;Décollage le 6 février à 18h 48mn. Séjour total sur la Lune : 1j 9h 31mn. Amérissage le 9 février 1971 à 21h 05mn. Durée totale de la mission : 9j 1h. ;;Non décrit;0;Non visible;8;1 jour après le Premier Quartier;Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 14 LM;HS342S1967W;342S1967W;Formation répertoriée;Site historique;Pas de type UAI;Equipement inerte / Impact volontaire;Action humaine;31/01/1971;(NASA/USA);Non applicable;Apollo 14 mission / Etage ascensionnel du LEM;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-19,67;340,33;19 ° 40 '  Ouest;-3,42;3 ° 35 '  Sud;Face visible;Sud-Ouest;Région au Sud-Est de l'Océan des Tempêtes;42;Fra Mauro;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 31 Janvier 1971 / 21h 03mn (TU) de Cape Kennedy. Lunar  Module Antares (LM).;Etage de remontée du Lunar  Module (LM) de la mission Apollo 14 précipité sur le sol lunaire pour activer les sismographes laissés à la surface. S'écrase le 7 février 1971 dans Mare Insularum à 0h 45mn 25s.;Impact à 1,68 km/s avec un angle de 3,6 ° par rapport à l'horizontale. Energie dégagée 3,25 x 10^16 ergs.;;;Non décrit;0;Non visible;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 14 S IV B;HS809S2602W;809S2602W;Formation répertoriée;Site historique;Pas de type UAI;Equipement inerte / Impact volontaire;Action humaine;31/01/1971;(NASA/USA);Non applicable;Apollo 14 / 3ème étage S IV B de la fusée Saturn 5;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-26,02;333,98;26 ° 1 '  Ouest;-8,09;8 ° 55 '  Sud;Face visible;Sud-Ouest;Région au Sud-Est de l'Océan des Tempêtes;42;Fra Mauro;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 31 Janvier 1971 de Cape Kennedy.;Troisième étage de la fusée Saturne 5  de la mission Apollo 14 (Etage d'insertion en orbite de transfert lunaire) précipité sur le sol lunaire pour activer les sismographes laissés sur la surface. S'écrase le 4 février 1971 dans Mare Cognitum à 7h 40mn 25s.;Impact à 2,54 km/s avec un angle de 69 ° par rapport à l'horizontale. Energie dégagée 4,52 x 10^17 ergs.;;;Non décrit;0;Non visible;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
