NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
LAMONT;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Johann von Lamont;Krieger / König (1912);Not named;Not named;Not named;Astronomer;Germany;german;19;19 th century;Braemar;1805;Bogenhausen;1879;Calculated the mass of Uranus from its satellites. Works in stellar photometry. Discoverer of periodic variations of the magnetic declination.;23,2;23.2° East;5;5.0° North;North-East;East part of Mare Tranquillitatis;35;Arago;276;1b2 / 1c2 / 3g3 / 3h3;343C 148C 154C;ST01/00  MM86;;77;77;45;45;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Remarkable ghost circular formation with double enclosure situated to the South-East of Arago.;Form of the wrinkle ridge concentric and radial in Mare Tranquillitatis.;;;4;Exceptional formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
LANDSTEINER;Craterlet;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Karl Landsteiner (ex Timocharis F);(??);Not named;Not named;Not named;Biologist;U. S. A.;american;20;20 th century;Vienne;1868;New York;1943;Discoverer of blood groups in 1900 and of the Rhesus factor in 1941. Nobel Price of medicine in 1930.;-14,8;14.8° West;31,3;31.3° North;North-West;Central part of Mare Imbrium;11;Le Verrier;336;5d8 / 6c2;018N 191N;;;7;7;4;4;1350;4100;0,225;A________A;Circular formation with bowl shape.;Few steep slopes.;Few high walls.;Rounded floor.;1;Low interest or difficult formation;8;1 day after First Quarter;Last Quarter;50;50 mm refractor;100 mm refractor
LANGLEY;Crater;Birth period not found;Samuel Pierpont Langley;Arthur / Whitaker (1963);Not named;Not named;Not named;Astronomer and physicist;U. S. A.;american;19;19 th century;Roxbury;1834;Aiken;1906;Inventor of the bolometer in 1881. Measured the atmospheric permeability to the solar light. Constructor of a plane in 1896.;-86,3;86.3° West;51,1;51.1° North;North-West;Moon North-North-West limb;1;Markov;408;8d6;Q2N/NW;;;61;61;36;36;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Damaged formation situated in the zone of librations.;Few steep slopes supporting Galvani to the South-East Volta to the North.;Few high walls supporting Langley K & J to the North.;Tormented floor.;1;Low interest or difficult formation;14;Full Moon;6 days after Last Quarter;30;10x binoculars;50 mm refractor
LANGRENUS;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);Michel Florent von Langren;Langrenus (1645);Langreni;Insula Major;Not named;Engineer and mathematician;Belgium;belgian;17;17 th century;?;1600;?;1675;Author of the first lunar map with nomenclature.;60,9;60.9° East;-8,9;8.9° South;South-East;Moon East limb;49;Langrenus;188;15c6;303C/S 309C 315C 099C 105C 112C 119C;MM109;IV-046-H2 IV-184-H1 IV-053-H2;136;136;80;80;2600;7900;0,0197;Too flat. Impossible drawing.;Circular formation deformed to the South.;Very steep and tormented slopes supporting Lohse Langrenus C and E to the South Sommerville to the North-East and Acosta to the North.;High walls with terraces deformed to the South.;Extensive flat floor more tormented to the North-West. Double central mountain 1000 m high. Hills and craterlets.;4;Exceptional formation;3;3 days after New Moon;2 days after Full Moon;5;Naked eye;10x binoculars
LANSBERG;Crater;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Philippe van Lansberge;Riccioli (1651);Kinschotti;Insula Malta;Lansberg;Doctor and astronomer;Belgium;belgian;16;16 th century;?;1561;?;1632;Author of works on the gnomon and the astrolabe.;-26,6;26.6° West;-0,3;0.3° South;South-West;South-East of Oceanus Procellarum region;42;Fra Mauro;248;5g2 / 7a3 / 9e8;024C 029C 036C 040C 201C 205C;;IV-132-H3 IV-126-H1 IV-133-H1 IV-125-H3;41;41;24;24;3110;9400;0,0797;A__________________________A;Isolated circular formation.;Steep slopes.;High walls with terraces.;Few extensive and flat floor. Central mountain doubles. Craterlets.;4;Exceptional formation;9;2 days after First Quarter;1 day after Last Quarter;30;10x binoculars;50 mm refractor
LASSELL;Crater;Imbrian (From -3.85 billions years to -3.2 billions years) ?;William Lassel;(??);Not named;Insula Lesbos;Not named;Astronomer;England;english;19;19 th century;Bolton;1799;Maidenhead;1880;Amateur astronomer. Discoverer of Neptune's satellites Triton in 1846 Hypérion in 1848 Ariel and Umbriel in 1851. Equally discoverer of 600 nebulae and galaxies.;-7,9;7.9° West;-15,5;15.5° South;South-West;Mare Humorum region;54;Birt;210;9b4 / 13h4;009S 018C/S 179C 183C/S;;IV-113-H2;24;24;14;14;910;2800;0,0396;A______________________________________________________A;Isolated circular formation situated on the East bank of Mare Nubium.;Few steep slopes supporting Lassel B and a craterlet to the South a craterlet to the West and Alpetragius B to the North-East.;Few high walls.;Flat floor filled with lava with debris to the West.;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;30;10x binoculars;50 mm refractor
LAVOISIER;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years) ?;Antoine Laurent de Lavoisier;Mädler (1837);Not named;Not named;Not named;Chemist;France;french;18;18 th century;Paris;1743;Paris;1794;Member of the french Academy of Sciences in 1768. Principle of mass conservation. First analyze of the air;-81,2;81.2° West;38,2;38.2° North;North-West;Moon North-West limb;8;Rümker;361;8f4;080N Q2NW 247N;;IV-189-H2;71;71;42;42;2000;6100;0,0286;A___________________________________________________________________________A;Deformed formation situated in the zone of librations.;Few steep slopes supporting Lavoisier H to the East and Lavoisier W and F to the South.;Pretty high walls.;Flat floor. Central mountain. Craterlets whose three important.;2;Pretty interesting formation;14;Full Moon;6 days after Last Quarter;30;10x binoculars;50 mm refractor
LAWRENCE;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Ernest Orlando Lawrence (ex Taruntius M);(??);Not named;Not named;Not named;Physicist;U. S. A.;american;20;20 th century;Canton;1901;Palo Alto;1958;Inventor of the cyclotron in 1930.  Participated in the elaboration of the first atomic reactor. Nobel Price in 1939.;43,2;43.2° East;7,4;7.4° North;North-East;North edge of Mare Fecunditatis;37;Taruntius;269;3d3;323N/C 131C 135C;;;26;26;15;15;1000;3000;0,0417;A___________________________________________________A;Damaged circular formation situated to the East extremity of Rima Cauchy.;Few steep slopes supporting a craterlet to the North-West and a craterlet to the South-East.;Few high walls.;Flat floor filled with lava. Hills.;2;Pretty interesting formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor
LE GENTIL;Crater;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Guillaume H. le Gentil;Schröter (1802);Not named;Not named;Not named;Astronomer;France;french;18;18 th century;?;1725;?;1792;??;-76,5;76.5° West;-74,4;74.4° South;South-West;Moon South limb;72;Clavius;58;10f1 / 12c1;067S 075S 080S Q3SW/S 213S 225S 233S 247S;;IV-179-H2 IV-193-H1 IV-166-H2;116;116;68;68;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Damaged circular formation situated to the edge of the zone of librations.;Slopes riddled with craters whose Le Gentil V and U to the North.;Pretty high walls riddled many craters.;very tormented Floor supporting Le Gentil B & C. Hills crack and craterlets.;2;Pretty interesting formation;13;6 days after First Quarter;5 days after Last Quarter;5;Naked eye;10x binoculars
LE MONNIER;Crater;Nectarian (From -3.92 billions years to -3.85 billions years);Pierre Charles le Monnier;Lohrmann (1824);Not named;Not named;Not named;Astronomer;France;french;18;18 th century;Paris;1715;Herils;1799;Measure of the arc of meridian in Lapland in 1737. Determination of the height of the celestial pole to Paris. Member of the french Academy of Sciences in 1741.;30,6;30.6° East;26,6;26.6° North;North-East;North of Mare Tranquillitatis region;25;Römer;312;1b6 / 3f7 / 4g2;334N 131N 135lN/C 143N/C 148N;ST06/01  MM81;IV-078-H3;63;63;37;37;2400;7300;0,0393;A______________________________________________________A;Damaged circular formation partially gobbled in Mare Serenitatis. Place of alunissage of Luna 21 and trip to the ground of Lunakhod 2.;Pretty steep slopes safe to the West.;Collapsed walls to the West opening on Mare Serenitatis.;Flat floor filled with very somber lava.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
LE VERRIER;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Urbain Le Verrier;Schmidt  (1878);Not named;Insula Erroris;Not named;Astronomer;France;french;19;19 th century;Saint Lô;1811;Paris;1877;Calculated the position of Neptune in 1846. Member of the french Academy of Sciences in 1846. Director of the observatory of Paris in 1854.;-20,6;20.6° West;40,3;40.3° North;North-West;Central part of Mare Imbrium;11;Le Verrier;356;6d4;018N 024N 029N 036N 191N 201N;;IV-134-H2 IV-127-H2;20;20;12;12;2100;6400;0,105;A___________________A;Circular formation. Forms a remarkable couple with Helicon.;Pretty steep slopes supporting Le Verrier T to the South.;Pretty high walls damaged to the North.;Flat floor. Line of crest. Small mountain;3;Very interesting formation;9;2 days after First Quarter;1 day after Last Quarter;30;10x binoculars;50 mm refractor
LEAKEY;Crater;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Louis Seymour Bazett Leakey (ex Censorinus F);(??);Not named;Not named;Not named;Anthropologist;Great Britain;british;20;20 th century;Kabete;1903;London;1972;Author of many works on origins of Man. Discoverer of the prehistoric Man of Oldoway.;37,4;37.4° East;-3,2;3.2° South;South-East;Theophilus crater North-East region;47;Capella;230;3e1 / 15e7;328C/S 131C 135C/S;;;14;14;8;8;1350;4100;0,1038;A___________________A;Circular formation with bowl shape.;Few steep slopes.;Pretty high walls.;Rounded floor.;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor
LEE;Crater;Nectarian (From -3.92 billions years to -3.85 billions years);John Lee;Birt / Lee (1865);Not named;Not named;Not named;Astronomer;England;english;19;19 th century;?;1783;?;1866;Selenographer.;-40,7;40.7° West;-30,7;30.7° South;South-West;Schickard crater region;62;Schickard;138;9h2 / 11c1 / 12d8;048C/S 055C/S 205S 213C/S;;IV-143-H1 IV-142-H3;43;43;25;25;1340;4100;0,0327;A__________________________________________________________________A;Damaged formation twin of Lee M.;Pretty steep slopes gobbled to the North-East in the lava of Mare Humorum, supporting Doppelmayer to the North-west and Lee M to the North-East.;Few high walls gobbled to the North-East and with line of perpendicular internal crests to the South-East separating Lee M.;Flat floor filled with lava in communication with Lee M.;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;30;10x binoculars;50 mm refractor
LEGENDRE;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years) ?;Adrien Marie Legendre;Mädler (1837);Not named;Not named;Not named;Mathematician;France;french;19;19 th century;Paris;1752;Paris;1833;Discoverer of laws on numbers first. Author of the 'Theory of numbers' in 1798 and of the 'elliptic transcendence Theory' In 1826.;70;70.0° East;-28,9;28.9° South;South-East;Moon East-South-East limb;60;Vendelinus;147;15c1 / 16b8;291S 303C/S 099C 105C 112C;;IV-038-H3 IV-039-H1 IV-184-H2;82;82;48;48;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Isolated circular formation.;Pretty steep slopes supporting Legendre K to the South-East.;Few high walls supporting a triple craterlet to the North-East.;Flat floor with craterlets and line of crest.;3;Very interesting formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
LEHMANN;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years) ?;Jacob H. W. Lehmann;Mädler (1837);Not named;Not named;Not named;Theologian and astronomer;Germany;german;19;19 th century;?;1800;?;1863;Works on the celestial mechanics.;-56;56.0° West;-40;40.0° South;South-West;Schickard crater region;62;Schickard;144;12f6;055S 061S 067C 225S 233C/S;;IV-160-H2;54;54;32;32;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Damaged formation on the North slope of Schickard.;Pretty steep slopes supporting a crater to the North Lehmann A to the North-East and Lehmann H to the South-West.;Few high and damaged walls to the South.;Flat floor. Lines of crest.;3;Very interesting formation;12;5 days after First Quarter;4 days after Last Quarter;30;10x binoculars;50 mm refractor
LEPAUTE;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Nicole Reine Etable de la Brière (Wiife of Jean André Lepaute);Krieger / König (1912);Not named;Not named;Not named;Mathematician;France;french;18;18 th century;Paris;1723;Saint Cloud;1788;Worked with Lalande and Clairaut to calculate the return of the comet of Halley in 1757.;-33,6;33.6° West;-33,3;33.3° South;South-West;Schickard crater region;62;Schickard;136;9g2 / 10h7 / 12c7;048S 201S 205S;;;17;17;10;8;1200;3600;0,075;A___________________________A;Formation lengthened with pear shape pointed to the South.;Few steep slopes supporting a Few marked crater to the South-West.;Few high walls slimmer to the North-East.;Flat floor.;2;Pretty interesting formation;10;3 days after First Quarter;2 days after Last Quarter;50;50 mm refractor;100 mm refractor
LETRONNE;Walled plain;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Jean Antoine Letronne;Mädler (1837);Not named;Not named;Not named;Archaeologist;France;french;19;19 th century;?;1787;?;1848;??;-42,4;42.4° West;-10,6;10.6° South;South-West;South-West part of Oceanus Procellarum;40;Flamsteed;222;7d1 / 9h6 / 9h7 / 11c5  / 11d5;048C 055C 213C;MM173;IV-143-H2;122;122;72;72;0;0;0,0101;Too flat. Impossible drawing.;Damaged circular formation.;Flat slopes to the North and steep slopes to the South.;Walls gobbled in the lava of Oceanus Procellarum to the North ridden by Winthrop to the West and Letronne T & LA to the South.;Very large flat floor supporting Letronne B to the Southeast. Ruins of visible central mountain at the end of Dorsa Rubey. White hill.;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;5;Naked eye;10x binoculars
LEXELL;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);Anders Johan Lexell;Schröter (1802);Not named;Not named;Not named;Astronomer and mathematician;Sweden;swedish;18;18 th century;Abo;1740;St Petersbourg;1784;Specialist of the celestial mechanics. Observer of the first comet with a short period. Guessed the existence of Neptune from movement of Uranus.;-4,2;4.2° West;-35,8;35.8° South;South-West;Tycho crater East region;65;Walter;126;10c7 / 13g1 / 14g7;009S 018S 174S 179S 183S;MM131;IV-100-M IV-112-H3 IV-107-H3;65;65;38;38;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated on the South wall of Deslandres.;Pretty steep slopes supporting many craterlets to the South-West whose Lexell H and Lexell B to the South-East.;Pretty high walls gobbled to the North-East in the lava of Deslandres.;Flat floor to the West and tormented to the East communicating with Deslandres. Central mountain. Craterlets and hills.;3;Very interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor
LIAPUNOV;Crater;Birth period not found;Alexander M. Liapunov;Arthur / Whitaker (1963);Not named;Not named;Not named;Mathematician;Russia;russian;19;19 th century;?;1857;?;1918;??;89,3;89.3° East;26,3;26.3° North;North-East;Moon East-North-East limb;27;Plutarch;0;;Q1E Q4E;;;68;68;40;40;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated in the zone of librations on the East slope of Joliot.;Pretty steep slopes supporting Urey to the North-West and Rayleigh to the North.;High walls supporting a crater to the North.;Flat floor with central mountain and ruins to the North.;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
LICETUS;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Fortunio Liceti;(??);Not named;Not named;Not named;Philosopher and physicist;Italy;italian;17;17 th century;?;1577;?;1657;??;6;6.0° East;-47,1;47.1° South;South-East;Tycho crater East region;65;Walter;42;10a5 / 14e5;351S 357S 003S 161S 167S 174S;;IV-100-M IV-107-H2 IV-112-H2 IV-112-H1;77;77;45;45;3800;11500;0,0507;A__________________________________________A;Circular formation forming a remarkable quartet with Heraclitus Heraclitus D and an other anonymous crater.;Pretty steep slopes supporting Heraclitus to the South and many craterlets.;Pretty high walls crushed by two vertically central craters to the South-East.;Flat floor supporting Licetus C to the West and Licetus U to the East. Bre^che to Heraclitus to the South. Central hills.;4;Exceptional formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
LICHTENBERG;Crater;Copernician (From -1.1 billions years to present days);Georg Christoph Lichtenberg;Schröter (1802);Not named;Mons Alabastrinus;Not named;Physicist;Germany;german;18;18 th century;Oberramstadt;1742;Göttingen;1799;Specialist of static electricity. Equally writer and critic of art.;-67,7;67.7° West;31,8;31.8° North;North-West;Moon North-West limb;8;Rümker;344;8f3;067N 075N 080N Q2NW, 233N 237C 247N;MM172;IV-170-H1;20;20;12;12;1200;3600;0,06;A___________________________________A;Circular formation with bowl shape.  Rays to the West.;Few steep slopes.;Pretty high walls.;Rounded floor.;2;Pretty interesting formation;13;6 days after First Quarter;5 days after Last Quarter;30;10x binoculars;50 mm refractor
LICK;Crater;Low Imbrian;James Lick;Krieger / König (1912);Not named;Not named;Not named;Benefactor;U. S. A.;american;19;19 th century;?;1796;?;1876;Founder of the observatory of Lick in USA.;52,7;52.7° East;12,4;12.4° North;North-East;North edge of Mare Fecunditatis;37;Taruntius;262;3c4;309 C 315C 119N/C;;IV-191-H3 IV-061-H2 IV-054-H2;32;32;19;19;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Almost ghost circular formation.;Few steep slopes supporting Greaves to the North and Lick C & A to the South.;Few high walls gobbled to the North.;Flat floor filled with lava and communicating with Mare Crisium to the North.;3;Very interesting formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor
LIEBIG;Crater;Nectarian (From -3.92 billions years to -3.85 billions years);Justus von Liebig;Schmidt  (1878);Not named;Not named;Not named;Chemist;Germany;german;19;19 th century;Darmstadt;1803;Munich;1873;Professor to the University of Munich master of von Hofmann and Kekulé. Numerous works in organic chemistry. Inventor of a method of argenture of astronomical mirrors and a method of manufacture extracts of meat.;-48,2;48.2° West;-24,3;24.3° South;South-West;East of Mare Humorum region;51;Mersenius;142;11 e3;048C/S 055C/S 061C/S 067C 213C 225C/S;;IV-149-H1;37;37;22;22;1500;4500;0,0405;A_____________________________________________________A;Circular formation.;Pretty steep slopes supporting Mersenius D to the North-East Liebig B to the South-East and Rimae de Gasparis to the South-West.;Few high walls ridden to the East by Liebig A.;Flat and wide floor. Craterlets and crevices.;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;30;10x binoculars;50 mm refractor
LILIUS;Crater;Nectarian (From -3.92 billions years to -3.85 billions years);Luigi Lilio;Riccioli (1651);Spinola;Not named;Lilius;Doctor and astronomer;Italy;italian;16;16 th century;Ciro;1510;?;1576;Works to the basis of the gregorien calendar. Calculation of the date of Easter.;6;6.0° East;-54,5;54.5° South;South-East;Moon South limb;73;Moretus;88;10b4 / 14e4;351S 357S 003S 018S 143S 148S 154S 161S 167S 174S;;IV-112-H1 IV-124-H1 IV-119-H1 IV-106-H3;63;63;37;37;3000;9100;0,0492;A___________________________________________A;Circular formation.;Few steep slopes supporting Lilius A to the South-East Lilius C to the West and an  East West aligned crater chain to the North-West whose Lilius K B & S.;High walls in light terraces.;Flat floor. Large central mountain 1400 m high. Craterlets.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
LINDBERGH;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Charles A. Lindberg (ex Messier G);(??);Not named;Not named;Not named;Pilot;U. S. A.;american;20;20 th century;Detroit;1902;?;1974;First succeeded to cross the Northern Atlantic in a plane on May 20th & 21st 1927 in 33 h 30 mn.;52,9;52.9° East;-5,4;5.4° South;South-East;East part of Mare Fecunditatis;48;Messier;191;15c7;315C 119C 124C;;IV-053-H3;14;14;8;8;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Isolated circular formation.;Few steep slopes.;Pretty high walls.;Few extensive flat floor.;2;Pretty interesting formation;4;4 days after New Moon;3 days after Full Moon;50;50 mm refractor;100 mm refractor
LINDENAU;Crater;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Bernhard von Lindenau;Mädler (1837);Wolfii;Montes Uxii;Not named;Astronomer officer and political man;Germany;german;19;19 th century;?;1780;?;1854;??;24;24.0° East;-32,3;32.3° South;South-East;Rupes Altai South region;67;Rabbi Levi;118;13b1 / 14b8 / 16h7;343S 135S 143S 148S;;IV-084-H1 IV-083-H3 IV-088-H3;54;54;32;32;2900;8800;0,0547;A______________________________________A;Circular formation situated in a large wrecked anonymous crater on the North-East slope of Rabbi Levi.;Steep slopes supporting Lindenau E to the North-West and a imposante line of crest tangent until Rabbi Levi to the East.;High walls with terraces.;Flat floor invaded by an imposing central mountain. Hills and lines of crest.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
LINDSAY;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Eric M. Lindsay (ex Dollond C);(??);Not named;Not named;Not named;Astronomer;Ireland;irish;20;20 th century;?;1907;?;1974;??;13;13.0° East;-7;7.0° South;South-East;East of Ptolemaeus crater region;45;Andel;203;13d6;351C 154C 161C 167C;;;32;32;19;19;1550;4700;0,0484;A____________________________________________A;Wrecked circular formation.;Steep slopes supporting Lindsay B larger to the South-East and an anonymous rille to the North-West.;Walls damaged to the North and crossed by a rille to the North-East.;Flat floor with craterlet.;2;Pretty interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
LINNE;Craterlet;Copernician (From -1.1 billions years to present days);Carl von Linné;Mädler (1837);Not named;Not named;Not named;Naturalist and doctor;Sweden;swedish;18;18 th century;Rashult;1707;Uppsala;1778;Founder of the Academy of Stockholm. Inventor of a nomenclature of vegetable and animal species.;11,8;11.8° East;27,7;27.7° North;North-East;South-West part of Mare Serenitatis;23;Linné;327;1e7 / 2d1;351N 154N 161N/C 167N;ST09/99  MM78;IV-097-H3 IV-098-H1;3;3;2;2;600;1800;0,25;A_______A;Circular formation isolated with bowl shape and surrounded of clear materials. Was the object of controversies during 19th century on possible changes of form.;Pretty steep slopes.;Enough steep walls.;Rounded floor.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;100;100 mm reflector;200 mm reflector
LIOUVILLE;Crater;Birth period not found;Joseph Liouville (ex Dubiago S);(??);Not named;Not named;Not named;Mathematician;France;french;19;19 th century;Saint Omer;1809;Paris;1822;Professor in french Polytechnic School and to the College of France.  Founder of the 'Newspaper of mathematics' in 1836. Demonstrated the existence of transcendent numbers. Member of the french Academy of Sciences in 1839.;73,5;73.5° East;2,6;2.6° North;North-East;Moon East limb;38;Neper;0;;303C/S;;;17;17;10;10;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Isolated circular formation.;Few steep slopes;Pretty high walls.;Flat and little extensive floor.;2;Pretty interesting formation;2;2 days after New Moon;1 day after Full Moon;50;50 mm refractor;100 mm refractor
LIPPERSHEY;Craterlet;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Jan Lapprey (or Hans Lippershey);Krieger / König (1912);Not named;Not named;Not named;Optician;Netherlands;dutch;16;16 th century;Wesel;vers 1570;Middelburg;1619;Declared inventor maybe excessively of the refractor in 1608.;-10,3;10.3° West;-25,9;25.9° South;South-West;Mare Humorum region;54;Birt;158;9c2;018S 179S 183S 191S;;IV-120-H1;7;7;4;4;1350;4100;0,1985;A_________A;Isolated circular formation with bowl shape.;Few steep slopes supporting a small wrinkle ridge to the North and to the South.;Few high walls.;Rounded floor.;1;Low interest or difficult formation;8;1 day after First Quarter;Last Quarter;50;50 mm refractor;100 mm refractor
LITTROW;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Johann J. V. Littrow;Mädler (1837);Not named;Not named;Not named;Astronomer;Austria;austrian;19;19 th century;?;1781;?;1840;??;31,4;31.4° East;21,5;21.5° North;North-East;North of Mare Tranquillitatis region;25;Römer;310;1a5 / 3f6 / 4f1;334N/C 131N/C 135N/C 148C;;IV-078-H3;32;32;19;19;1200;3600;0,0387;A_______________________________________________________A;Circular formation. The Apollo 17 mission has landed 30 km in the South.;Steep slopes supporting Littrow A to the North-East and Rimae Littrow to the North-West.;Few high walls collapsed to the South.;Flat floor filled with somber lava. Wrinkled ridges and craterlets.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
LOCKYER;Crater;Nectarian (From -3.92 billions years to -3.85 billions years) ?;Sir Joseph Norman Lockyer;Schmidt  (1878);Not named;Not named;Not named;Astronomer;England;english;19;19 th century;Rugby;1836;Salcombe Regis;1920;Specialist of the Sun. Inventor of a method of solar prominences observation. Discoverer of the chromosphere and of the solar helium. Founder of the review 'Nature' in 1869. Precursor in the archeoastronomy.;36;36.0° East;-46,2;46.2° South;South-East;Rupes Altai South region;67;Rabbi Levi;79;14a5 / 16g5;323S 328S 135S 143S;;IV-076-H2;36;36;21;21;3700;11200;0,1088;A__________________A;Circular formation situated on the West slope of Janssen.;Steep slopes supporting Lockyer F to the South.;High walls.;Flat floor with craterlet to the South.;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
LOEWY;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Moritz Loewy;Krieger / König (1912);Not named;Not named;Not named;Astronomer;France;french;19;19 th century;Vienne;1833;Paris;1907;Director of the Observatory of Paris in 1896. Builder of a cranked equatorial refractor. Studies on the solar photosphere and comets. Co-author of a photographic atlas of the Moon with Puiseux in 1894.;-32,8;32.8° West;-22,7;22.7° South;South-West;Mare Humorum region;52;Gassendi;178;9g4 / 11b3;036C/S 040C/S 048C/S 201C 213C/S;;IV-137-H1;27;27;16;13;1090;3300;0,0419;A___________________________________________________A;Damaged circular formation situated on the East bank of Mare Humorum.;Steep slopes non-existent to the South-West and supporting Agarthachides C & J to the North-West and Loewy H and G to the South-East.;Few high walls gobbled to the South and ridden to the North by Loewy A.;Flat floor filled with the lava of Mare Humorum.;2;Pretty interesting formation;10;3 days after First Quarter;2 days after Last Quarter;30;10x binoculars;50 mm refractor
LOHRMANN;Crater;Nectarian (From -3.92 billions years to -3.85 billions years);Wilhelm G. Lohrmann;Mädler (1837);Not named;Not named;Not named;Astronomer;Germany;german;19;19 th century;?;1796;?;1840;Geodesian and selenographer.;-67,2;67.2° West;-0,5;0.5° South;South-West;Moon West limb;39;Grimaldi;260;7g2 / 11g8;067C 075N/C 233C 237C 247C;;IV-162-H1 IV-161-H3;32;32;19;19;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated on the South slope of Hevelius.;Few steep slopes.;Few high walls.;Flat floor filled with lava. Small central hill. Crevice.;3;Very interesting formation;13;6 days after First Quarter;5 days after Last Quarter;30;10x binoculars;50 mm refractor
LOHSE;Crater;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Oswald Lohse;Krieger / König (1912);Not named;Not named;Not named;Astronomer;Germany;german;19;19 th century;?;1845;?;1915;??;60,2;60.2° East;-13,7;13.7° South;South-East;Moon East limb;49;Langrenus;189;15c5;303C/S 309C/S 105C 112C 119C;;IV-053-H2;43;43;25;25;2200;6700;0,0524;A________________________________________A;Circular formation situated on the North-West slope of Vendelinus.;Steep slopes overlapped to the North-East by Langrenus E.;High walls with terraces.;Tormented floor. Central mountain. Hills.;3;Very interesting formation;3;3 days after New Moon;2 days after Full Moon;30;10x binoculars;50 mm refractor
