NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU;
MASON;Cratere;Nectariano (da -3.92 miliardi di anni a -3.85 miliardi di anni) ?;Charles Mason;Mädler (1837);Longomontani;Nome non assegnato;Nome non assegnato;Tecnico;Inghilterra;inglese;18;18° secolo;?;1730;?;1787;Assistente all'Osservatorio di Greenwich.;30.5;30.5° Est;42.6;42.6° Nord;Nord-Est;Regione a Nord-Est del Mare Serenitatis;14;Hercules;348;2b4 / 4g5;334N 131N 135N 143N 148N;;IV-091-H2 IV-086-H2;44;44;26;20;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione distrutta. Costituisce una interessante coppia con Plana.;Versanti scoscesi tranne che a Nord, su cui si trovano Mason B a Sud-Ovest, e danneggiati dall'intrusione di Plana ad Ovest.;Pareti poco elevate, collassate a Sud-Ovest.;Fondo piatto riempito di lava su cui si trova il piccolo cratere Mason A. Collinetta e piccoli crateri.;3;Formazione molto interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MAUPERTUIS;Cratere;Nectariano (da -3.92 miliardi di anni a -3.85 miliardi di anni);Pierre Louis Moreau de Maupertuis;Schröter (1802);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Francia;francese;18;18° secolo;Saint Malo;1698;Bale;1759;Membro dell'Accademia francese delle Scienze nel 1723. Spedizione in Lapponia. Schiacciamento della Terra ai poli.;-27.3;27.3° Ovest;49.6;49.6° Nord;Nord-Ovest;Bordo Nord-Nord-Ovest della Luna;2;Pythagoras;383;6 e5;029N 036N 040N 191N 201N 205N;MM37;IV-139-H3 IV-145-H3;48;48;28;28;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione distrutta di forma irregolare.;Versanti scoscesi.;Pareti abbastanza alte e danneggiate.;Fondo tormentato. Linea di creste e piccoli crateri.;2;Formazione abbastanza interessante;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
MAUROLYCUS;Circo;Nectariano (da -3.92 miliardi di anni a -3.85 miliardi di anni);Francesco Maurolico;Riccioli (1651);Estensis D. Mutinae;Mons Calchistan;Maurolycus;Scienziato;Italia;italiano;16;16° secolo;Messina;1494;Messina;1575;Autore di una 'Cosmografia' nel 1543. Teoria del funzionamento dell'occhio.  Autore di un trattato sulle coniche nel 1533.;14;14.0° Est;-41.8;41.8° Sud;Sud-Est;Regione del cratere Maurolycus;66;Maurolycus;40;14d6;353S 351S 357S 148S 154S, 161S 167S;MM128;IV-100-M IV-100-H2 IV-095-H2 IV-107-H2;117;117;69;69;0;0;0.0412;A____________________________________________________A;Formazione circolare che costituisce un'interessante coppia con Barocius.;Versanti molto scoscesi, specialmente ad Est, su cui si trovano Maurolycus D DA e F a Nord, Barocius a Sud, e che presentano una doppia parete a Sud-Ovest.;Pareti molto alte specialmente ad Est e su cui si trova Maurolycus A a Sud.;Fondo piatto con numerosi crateri tra cui Maurolycus J al centro e Maurolycus M ad Ovest. Montagna decentrata a Nord. Piccoli crateri e linee di creste.;4;Formazione eccezionale;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;5;Occhio nudo;Binocolo 10x;
MAURY;Cratere;Copernicano (da -1.1 miliardi di anni ad oggi) ?;Matthew Fontaine Maury;Birt / Lee (1865);Nome non assegnato;Nome non assegnato;Nome non assegnato;Oceanografo;USA;americano;19;19° secolo;Fredericksburg;1806;Lexington;1873;Fondatore dell'Ufficio Idrografico Americano.  Autore della 'Geografia fisica del mare' nel 1855.;39.6;39.6° Est;37.1;37.1° Nord;Nord-Est;Regione Sud-Orientale del cratere Atlas;15;Atlas;311;1a8 / 4f4;323N 328N 131N 135N;;IV-079-H2 IV-074-H2;19;19;11;11;3270;9900;0.1858;A__________A;Formazione circolare.;Versanti abbastanza scoscesi su cui si trova Maury C ad Ovest.;Pareti molto elevate.;Fondo piatto poco esteso.;2;Formazione abbastanza interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
MCCLURE;Cratere;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Sir Robert John le Mesurier McClure;Birt / Lee (1865);Nome non assegnato;Nome non assegnato;Nome non assegnato;Navigatore;Gran Bretagna;britannico;19;19° secolo;Wexford;1807;Portsmouth;1873;Viaggio nell'Artico con la nave 'Investigator' nel 1850. Scopritore del passaggio a Nord-Ovest tra la Baia di Hudson e lo Stretto di Bering.;50;50.0° Est;-15.3;15.3° Sud;Sud-Est;Bordo Meridionale del Mare Fecunditatis;59;Petavius;191;15d5;315C 119C/S 124C;;;26;26;15;15;1500;4500;0.0625;A_________________________________A;Formazione circolare situata sulla riva Sud-Ovest del Mare Fecunditatis.;Versanti abbastanza scoscesi danneggiati a Nord dall'intrusione del cratere McClure C e da un cratere ad Ovest.;Pareti poco elevate.;Fondo piatto con un piccolo rilievo e una linea di creste a Nord.;2;Formazione abbastanza interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MCDONALD;Piccolo cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;William J. McDonald (ex Carlini B);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Benefattore;USA;americano;19;19° secolo;?;1844;?;1926;Ha finanziato la costruzione di un Osservatorio negli Stati Uniti.;-20.9;20.9° Ovest;30.4;30.4° Nord;Nord-Ovest;Parte Nord-Occidentale del Mare Imbrium;10;Sinus Iridum;358;5e8 / 6d2;0241 029N 191N 201N;;;9;9;5;5;1470;4500;0.1838;A__________A;Formazione circolare a forma di conca.;Versanti abbastanza scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
MEE;Cratere;Pre-Nectariano (da -4.55 miliardi di anni a -3.92 miliardi di anni);Alfred Butler P. Mee;Wilkins (1935);Wilhelmi Lantgravii;Mons Lion;Nome non assegnato;Astronomo;Scozia;scozzese;19;19° secolo;?;1860;?;1926;Osservatore della Luna e di Marte.;-35;35.0° Ovest;-43.7;43.7° Sud;Sud-Ovest;Regione a Nord-Ovest del cratere Tycho;63;Capuanus;66;10g5 / 10h5 / 12c5;036S 040S 048S 055S 201S 205S 211S;;IV-136-H2 IV-131-M IV-142-H2;136;136;80;80;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione completamente distrutta e deformata.;Versanti poco scoscesi danneggiati a Nord dall'intrusione del trio Hainzel / Hainzel A e C, e su cui si trovano Mee H ad Ovest e il piccolo cratere Mee D a Sud-Est.;Pareti poco elevate, collassate a Nord-Ovest e tormentate a Sud-Est.;Fondo complesso e tormentato con i piccoli crateri Mee F e Y ad Ovest, e il cratere a forma di ferro di cavallo Mee E a Nord.;3;Formazione molto interessante;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;5;Occhio nudo;Binocolo 10x;
MENELAUS;Cratere;Copernicano (da -1.1 miliardi di anni ad oggi);Menelao;Riccioli (1651);Mariae Imp. Rom.;Urbs Byzabtium;Menelaus;Matematico e astronomo;Grecia;greco;-1;1° secolo a.C.;Alessandria;?;?;?;Lavori di geometria e di trigonometria sferica.;16;16.0° Est;16.3;16.3° Nord;Nord-Est;Parte Sud-Occidentale del Mare Serenitatis;23;Linné;284;1d4;343N 351C 154C 161C;;IV-090-H2;27;27;16;16;3000;9100;0.1111;A__________________A;Formazione circolare situata situata sulla riva Sud del Mare Serenitatis.;Versanti scoscesi su cui si trova Daubrée a Sud-Ovest.;Alte pareti.;Fondo abbastanza piatto tormentato a Sud. Montagna centrale.;3;Formazione molto interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MENZEL;Piccolo cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Donald H. Menzel;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astrofisico;USA;americano;20;20° secolo;?;1901;?;1976;??;36.9;36.9° Est;3.4;3.4° Nord;Nord-Est;Parte centrale del Mare Tranquillitatis;36;Cauchy;272;;328C;;IV-073-H1;3;3;2;2;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo arrotondato.;1;Formazione di scarso interesse;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;100;Riflettore da 100 mm;Riflettore da 200 mm;
MERCATOR;Cratere;Nectariano (da -3.92 miliardi di anni a -3.85 miliardi di anni);Gérard Kremer (detto Gerardo Mercatore);Schröter (1802);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Belgio;belga;16;16° secolo;Rupelmonde;1512;Duisburg;1594;Autore di due mappe del Mondo nel 1538 e nel 1569. Inventore di un nuovo metodo di proiezione cartografica che porta il suo nome nel 1552.;-26.1;26.1° Ovest;-29.3;29.3° Sud;Sud-Ovest;Parte Occidentale del Mare Nubium;53;Bullialdus;136;9f2 / 10g8 / 11a1 / 12b8;024S 029S 036S 040C/S 201S 205S;;IV-132-H1 IV-125-H1 IV-124-H3 IV-131-H3;49;49;29;29;1760;5300;0.0374;A_________________________________________________________A;Formazione circolare situata tra la Palus Epidemiarum e il Mare Nubium, costituendo una interessante coppia con Campanus da cui è separata da un solco.;Versanti abbastanza scoscesi su cui si trovano Rupes Mercator a Nord-Est e un solco a Sud-Ovest.;Pareti su cui si sovrappongono Mercator B e un anonimo piccolo cratere ad Est, Mercator C ad Ovest, e un anonimo piccolo cratere a Sud.;Fondo molto piatto riempito di lava.;3;Formazione molto interessante;9;2 giorni dopo il Primo Quarto;1 giorno dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
MERCURIUS;Cratere;Periodo di formazione sconosciuto;Mercurio;(??);Hugenii;Nome non assegnato;Osymandies;Personaggio mitologico;Roma;romano;0;;;;;;Messaggero dell'Olimpo.  Dio dei mercanti e dei ladri.;66.2;66.2° Est;46.6;46.6° Nord;Nord-Est;Regione Sud-Orientale del cratere Atlas;15;Atlas;364;4 e6;303N 309N 099N 105N 1121N`;;IV-177-H2;70;70;41;41;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare.;Versanti abbastanza scoscesi su cui si trovano Mercurius B a Nord-Est e Mercurius F e G a Sud-Ovest.;Alte pareti su cui si trova Mercurius L a Sud-Ovest.;Fondo piatto con un piccolo cratere a Nord. Piccolo rilievo centrale. Altri piccoli crateri.;3;Formazione molto interessante;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MERSENIUS;Cratere;Nectariano Tipico (da -3.92 miliardi di anni a -3.85 miliardi di anni);Marin Mersene;Riccioli (1651);Nome non assegnato;Fluvius Nilus;Mersenius;Filosofo e fisico;Francia;francese;17;17° secolo;Oizé;1588;Parigi;1648;Amico di Cartesio. Numerose opere, specialmente di acustica. Misura del peso con un pendolo nel 1644. Organizzatore di riunioni scientifiche dell'Accademia francese delle Scienze.;-49.2;49.2° Ovest;-21.5;21.5° Sud;Sud-Ovest;Regione ad Est del Mare Humorum;51;Mersenius;183;11 e3;048C 055C/S 061C/S 067C 213C 225C/S;MM158;IV-149-H1;87;87;51;51;2300;7000;0.0274;A_______________________________________________________________________________A;Formazione circolare situata sulla riva Ovest del Mare Humorum.;Versanti scoscesi su cui si trovano Mersenius P a Nord-Est, Mersenius D e Liebig a Sud-Est, e Mersenius B a Nord-Ovest.;Pareti terrazzate abbastanza elevate, scavalcate a Sud da Mersenius N.;Fondo convesso molto esteso. Numerosi piccoli crateri tra cui una catena al centro. Collinette, macchie bianche e fessurazioni.;4;Formazione eccezionale;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
MESSALA;Circo;Pre-Nectariano (da -4.55 miliardi di anni a -3.92 miliardi di anni);Messala;Riccioli (1651);Nome non assegnato;Montes Amadoci;Messala;Astronomo;Gerusalemme;ebreo;1;1° secolo d.C.;?;?;?;815;??;59.9;59.9° Est;39.2;39.2° Nord;Nord-Est;Bordo Nord-Orientale della Luna;16;Gauss;346;4d4;3(13N 309N 315N 105N 112N 119N;MM98;IV-062-H2 IV-191-H2 IV-177-H2;128;128;75;75;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare.;Versanti poco scoscesi su cui si trovano Schumacher a Nord, e Messala E e F ad Est.;Pareti poco elevate danneggiate dall'intrusione di Messala B a Sud.;Grandissimo fondo piatto riempito di lava. Piccole montagne centrali, fessurazioni e colline. Linea di creste e piccoli crateri.;4;Formazione eccezionale;3;3 giorni dopo la Luna Nuova;2 giorni dopo la Luna Piena;5;Occhio nudo;Binocolo 10x;
MESSIER;Cratere;Copernicano (da -1.1 miliardi di anni ad oggi);Charles Messier;Mädler (1837);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Francia;francese;18;18° secolo;Badonviller;1730;Parigi;1817;Soprannominato da Luigi XV 'il furetto delle comete'.  Scopritore di 16 comete e redattore nel 1771 di un catalogo di 103 oggetti celesti (nebulose, ammassi e galassie).;47.6;47.6° Est;-1.9;1.9° Sud;Sud-Est;Parte Orientale del Mare Fecunditatis;48;Messier;230;3d1 / 15 d8;315C/S 323C 328C 124C 131C;ST11/00  MM94 L100/025;IV-060-H3;12;12;7;5;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione ovale che costituisce una notevole coppia con Messier A. Sembra il risultato di un impatto con un piccolo angolo.;Versanti poco scoscesi su cui si trova Messier A ad Ovest.;Pareti abbastanza alte.;Fondo poco esteso piatto e ovale.;4;Formazione eccezionale;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
METIUS;Cratere;Nectariano Tipico (da -3.92 miliardi di anni a -3.85 miliardi di anni);Adriaan Adriannszoon (o Metius);(??);Caroli D. Loth;Montes Coibacarani;Mulerius;Matematico e astronomo;Olanda;olandese;17;17° secolo;Alkmaar;1571;Franeker;1635;Ha trovato un valore di Pi greco, approssimato a 6 cifre decimali.;43;43.0° Est;-40.3;40.3° Sud;Sud-Est;Regione della Vallis Rheita;68;Rheita;79;16e6 / 16f6;323S 328S 124C/S 131S 135S;;IV-064-H2 IV-071-H2;90;90;53;53;3000;9100;0.0341;A_______________________________________________________________A;Formazione circolare che costituisce un interessante trio orientato da Sud-Ovest a Nord-Est con Fabricius e Rheita.;Versanti molto scoscesi disseminati di crateri e su cui si trova Fabricius a Sud-Ovest.;Pareti alte e terrazzate su cui si trovano due piccoli crateri a Nord-Ovest.;Fondo piatto su cui si trova Metius B a Nord-Est. Piccola montagna centrale.;3;Formazione molto interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
METON;Circo;Pre-Nectariano (da -4.55 miliardi di anni a -3.92 miliardi di anni);Metone;Riccioli (1651);Nome non assegnato;Nome non assegnato;Meton;Astronomo;Grecia;greco;-5;5° secolo a.C.;Atene;verso il 430 a.C.;?;?;Autore del ciclo, che porta il suo nome, in cui 19 anni solari eguagliano 235 mesi lunari.;19.2;19.2° Est;73.8;73.8° Nord;Nord-Est;Bordo Settentrionale della Luna;4;Archytas;396;2e7 / 2e8;334N 343N 351N 357N 003N 106N 135N 143N 148N 154N 161N;MM67;IV-191-H1 IV-092-H2 IV-104-H2 IV-177-H3;126;126;74;74;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione distrutta che costituisce una struttura a trifoglio insieme a Meton, Meton C e Meton D.;Versanti poco scoscesi.;Pareti poco elevate.;Fondo piatto con 3 immensi crateri comunicanti tra loro. Bande chiare. Collinette e piccoli crateri.;4;Formazione eccezionale;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;5;Occhio nudo;Binocolo 10x;
MILICHIUS;Cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Jacob Milich;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Medico, filosofo e matematico;Germania;tedesco;16;16° secolo;?;1501;?;1559;??;-30.2;30.2° Ovest;10;10.0° Nord;Nord-Ovest;Parte Orientale dell'Oceanus Procellarum;30;Kepler;254;5g4 / 7a5;036C 040N/C 048N/C 201C 205C;ST07/03;IV-133-H2;14;14;8;8;2150;6500;0.1654;A___________A;Formazione circolare isolata a forma di conca.;Versanti abbastanza scoscesi.;Alte pareti.;Fondo arrotondato.;3;Formazione molto interessante;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
MILLER;Cratere;Imbriano Inferiore (da -3.85 miliardi di anni a -3.8 miliardi di anni);William A. Miller;Birt / Lee (1865);Nome non assegnato;Nome non assegnato;Nome non assegnato;Chimico;Inghilterra;inglese;19;19° secolo;?;1817;?;1870;??;0;0.0° Est;-39.3;39.3° Sud;Sud-Est;Regione Orientale del cratere Tycho;65;Walter;86;10b6 / 14f6;003S 009S 167S 174S 179S;;IV-107-H2 IV-112-H2;77;77;45;45;3500;10600;0.0467;A_____________________________________________A;Formazione circolare danneggiata che costituisce un notevole trio con Huggins e Nasireddin.;Versanti scoscesi su cui si trovano Miller A a Nord-Est, Miller C a Nord-Ovest e Stöfler H a Sud-Est.;Pareti alte e terrazzate danneggiate dall'intrusione di Nasireddin a Sud.;Fondo piatto ingombro dai detriti provenienti dall'impatto di Nasireddin a Sud. Imponente montagna centrale. Piccoli crateri.;4;Formazione eccezionale;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MITCHELL;Cratere;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Marie Mitchell;Birt / Lee (1865);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;USA;americano;19;19° secolo;?;1818;?;1899;??;20.2;20.2° Est;49.7;49.7° Nord;Nord-Est;Bordo Settentrionale della Luna;5;Aristoteles;372;2d5;343N 351N 143N 148N 154N;;IV-104-H1 IV-092-H1 IV-103-H3 IV-098-H3;31;31;18;18;1250;3800;0.0417;A___________________________________________________A;Formazione circolare. Sovrapposta al versante Est di Aristotele.;Versanti abbastanza scoscesi.;Pareti poco elevate, con un piccolo cratere deformato a Sud.;Fondo tormentato. Linea di creste.;3;Formazione molto interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MOIGNO;Cratere;Periodo di formazione sconosciuto;François Napoléon Marie Moigno;Birt / Lee (1865);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico e fisico;Francia;francese;19;19° secolo;Guéméné sur Scorff;1804;Saint Denis;1884;Ha diffuso le teorie di Cauchy. Ha fondato la rivista 'Il Cosmo' nel 1852.;28.9;28.9° Est;66.4;66.4° Nord;Nord-Est;Bordo Settentrionale della Luna;5;Aristoteles;394;2d7;334N 135N 143N 148N;;;37;37;22;22;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare.;Versanti abbastanza scoscesi.;Pareti poco elevate.;Fondo piatto riempito di lava scura. Cratere interno a Sud-Est.;2;Formazione abbastanza interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MOLTKE;Piccolo cratere;Copernicano (da -1.1 miliardi di anni ad oggi) ?;Conte Helmuth Karl von Molkte;Krieger / König (1912);Nome non assegnato;Nome non assegnato;Nome non assegnato;Militare;Germania;tedesco;19;19° secolo;Parchim;1800;Berlino;1891;Feldmaresciallo nel 1871. Inventore della tattica militare che fu usata durante la guerra del 1870. Coautore, insieme a Schmidt, di una mappa lunare.;24.2;24.2° Est;-0.6;0.6° Sud;Sud-Est;Regione Nord-Occidentale del cratere Theophilus;46;Theophilus;273;3g1 / 13a7 / 15h8;343C 143C 148C 154C;;;7;7;4;4;1310;4000;0.2015;A_________A;Formazione circolare a forma di conca e circondata da brillanti raggi.;Versanti poco scoscesi su cui si trova Rimae Hypatia a Sud.;Pareti abbastanza alte.;Fondo arrotondato.;2;Formazione abbastanza interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
MONGE;Cratere;Imbriano Superiore (da -3.8 miliardi di anni a -3.2 miliardi di anni);Gaspard Monge Conte di Péluse;Schmidt  (1878);Nome non assegnato;Nome non assegnato;Nome non assegnato;Matematico;Francia;francese;18;18° secolo;Beaune;1746;Parigi;1818;Specialista di geometria descrittiva. Creatore della geometria differenziale. Lavori sulla teoria delle superfici. Fondatore della Scuola Normale e del Politecnico.;47;47.0° Est;-19.2;19.2° Sud;Sud-Est;Bordo Meridionale del Mare Fecunditatis;59;Petavius;0;15d4;315C/S 323C/S 124C/S 131C/S;;IV-060-H2 IV-065-H2;37;37;22;22;2600;7900;0.0703;A_____________________________A;Formazione circolare danneggiata situata sulla riva Sud-Ovest del Mare Fecunditatis.;Versanti abbastanza scoscesi disseminati di crateri a Sud-Est.;Pareti poco elevate, complesse a Sud-Est.;Fondo piatto ad Ovest e tormentato ad Est. Piccolo rilievo centrale.;2;Formazione abbastanza interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONS AMPERE;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Ampere (André Marie Ampère);Schmidt  (1878);Nome non assegnato;Nome non assegnato;Nome non assegnato;Fisico;Francia;francese;19;19° secolo;Lione;1775;Marsiglia;1836;Membro dell'Accademia francese delle Scienze nel 1814. Autore della teoria dell'elettromagnetismo nel 1820. Creatore della elettrodinamica. Inventore del galvanometro e del telegrafo elettrico.;-4;4.0° Ovest;19;19.0° Nord;Nord-Ovest;Regione dei Monti Appennini;22;Conon;321;5b6;009C 179N 183C;;;31;31;18;18;3000;9100;0.1;_____A_____;Cima dei Montes Apenninus situata ad Ovest del Mons Huygens.;;;;2;Formazione abbastanza interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONS ARGAEUS;Montagna;Nectariano (da -3.92 miliardi di anni a -3.85 miliardi di anni) ?;Monte Argaeus;Webb (1860);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;0;;;;;;;29;29.0° Est;19;19.0° Nord;Nord-Est;Parte Sud-Orientale del Mare Serenitatis;24;Bessel;310;1b5 / 3g6 / 4g1;334C 143C 148C;;;51;51;30;12;2500;7600;0.05;____A____;Montagna allungata, orientata in direzione Ovest Est, situata vicino al bordo settentrionale del Mare Serenitatis. Vi si trova il cratere Fabbroni.;;;;3;Formazione molto interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONS BLANC;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Bianco;Schröter (1802);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;0;;;;;;;0.3;0.3° Est;45;45.0° Nord;Nord-Est;Regione a Nord del cratere Archimedes;12;Aristillus;374;2f4;357N 003N 009N 167N 174N 179N 183N;;IV-115-H2;26;26;15;15;3600;10900;0.144;___A___;E' la cima più alta dei Montes Alpes.;;;;2;Formazione abbastanza interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONS BRADLEY;Catena montuosa;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Bradley (James Bradley);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Inghilterra;inglese;18;18° secolo;Sherborne;1692;Chalford;1762;Ha scoperto l'aberrazione astronomica della luce nel 1727 e la nutazione nel 1748. Direttore dell'Osservatorio di Greenwich. Astronomo Reale nel 1742.;1;1.0° Est;22;22.0° Nord;Nord-Est;Regione dei Monti Appennini;22;Conon;321;1g6;357C 003C 009C 167N 174C 179N 183C;;;31;31;18;18;4200;12700;0.14;____A____;Catena di cime elevate dei Monti Appennini, orientata da Sud-Ovest a Nord-Est e situata ad Ovest di Conon.;;;;2;Formazione abbastanza interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
MONS DELISLE;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Delisle - Joseph Nicolas Delisle (o Delisle il Giovane);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Francia;francese;18;18° secolo;Parigi;1688;Parigi;1768;Membro dell'Accademia francese delle Scienze nel 1714. Ideatore del calcolo della distanza del Sole a partire dai transiti di Mercurio e Venere. Ha realizzato l'Osservatorio di San Pietroburgo.;-36;36.0° Ovest;29;29.0° Nord;Nord-Ovest;Regione tra Oceanus Procellarum e Mare Imbrium;19;Brayley;359;5g8 / 6g2 / 8b3;036N 040N 048N 201N 205N/C 213N;MM44;;51;51;30;18;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Montagna isolata allungata, orientata in direzione Nord - Sud.;;;;3;Formazione molto interessante;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
MONS ESAM;Montagna;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Monte Esam;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;0;;;;;;;35.7;35.7° Est;14.6;14.6° Nord;Nord-Est;Regione a Nord del Mare Tranquillitatis;25;Römer;271;;;;;26;26;15;3;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Collina allungata a Nord del Mare Serenitatis.;;;;1;Formazione di scarso interesse;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
