NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
LA PEROUSE;Кратер;Период появления не определен;Jean-Franзois de Galaup   Earl of la Pйrouse;(??);Не названо;Не названо;Не названо;штурман;Франции;Французский;18;18-го века;Le Guo;1741;Vanikoro;1788;Trip of exploration in the Ocean Pacific of 1785 to 1788 from Hawai to Japan then until Island Samoa.;76,3;76.3° Восток;-10,7;10.7° Юг;Юго-Восточный;Восточный лимб Луны;49;Langrenus;188;15b5;291S 303C/S Q4E 099C 105C;;IV-178-H1 IV-184-H1;80;80;47;47;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Isolated circular formation.;Steep slopes supporting the ghost crater La Pйrouse F to the South-West and La Pйrouse E to the North-East.;High walls with terraces.;Extensive flat floor supporting La Perouse D to the South-East. Imposante central mountain. Craterlets.;4;Исключительное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
LACROIX;Кратер;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Sylvestre Franзois Lacroix;Neison (1876);Не названо;Не названо;Не названо;математик;Франции;Французский;19;19-го века;Paris;1765;Paris;1843;Member of the french Academy of Sciences in 1799. Author of a Treaty of the differential calculation and the entire calculation in 1819.;-59;59.0° Запад;-37,9;37.9° Юг;Юго-Западный;Юго-Западный лимб Луны;61;Piazzi;144;12f7;061S 067C 075C/S 233C/S 237S;;IV-167-H2;39;39;23;23;2100;6400;0,0553;A______________________________________A;Isolated circular formation.;Pretty steep slopes supporting Lacroix G and a craterlet to the North.;Pretty high walls ridden by Lacroix J to the South-West and a craterlet to the North.;Flat floor.;3;Очень интересное образование;12;5 дней после Первой Четверти;4 дня после Последней Четверти;30;10x бинокль;50 мм рефрактор
LACUS AESTATIS;Озеро;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Summer Lake;Franz (1913);Не названо;Не названо;Не названо;;;;0;19-го века;;;;;;-69;69.0° Запад;-15;15.0° Юг;Юго-Западный;Западный лимб Луны;39;Grimaldi;224;11g5;075C 080C 237C 248C/S;;;0;0;0;18;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Double and deformed formation with crater shape.;Pretty steep slopes.;Few high walls;Formed two small stain somber adjacent. 1000 km2.;2;Довольно интересное образование;13;6 дней после Первой Четверти;5 дней после Последней Четверти;30;10x бинокль;50 мм рефрактор
LACUS AUTUMNI;Озеро;Период появления не определен;Autumn Lake;(??);Не названо;Не названо;Не названо;;;;0;19-го века;;;;;;-82;82.0° Запад;-14;14.0° Юг;Юго-Западный;Западный лимб Луны;39;Grimaldi;224;11h5;Q3W;MM181;IV-181-H2;247;247;145;12;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Pretty flat region with lengthened dark stains situated between Montes Cordillera and Montes Rook.;;;;2;Довольно интересное образование;14;Полнолуние;6 дней после Последней Четверти;30;10x бинокль;50 мм рефрактор
LACUS BONITATIS;Озеро;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Lake of Good;(??);Не названо;Paludes Cimmeriae;Не названо;;;;0;19-го века;;;;;;44;44.0° Восток;23;23.0° Север;Северо-Восточный;Северный район Mare Tranquillitatis;25;Rцmer;308;;124N 131N/C;;;71;71;42;24;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Little flat small region to the North-West of Macrobius.;;;;2;Довольно интересное образование;4;4 дня после Новолуния;3 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
LACUS DOLORIS;Озеро;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Lake of Suffering;(??);Не названо;Не названо;Не названо;;;;0;19-го века;;;;;;9;9.0° Восток;17;17.0° Север;Северо-Восточный;Юго-Западная часть Mare Serenitatis;23;Linnй;285;;351C 357C 161C 167N/C;;;114;114;67;48;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Large flat region with a mountainous central part situated between the South-West rim of Mare Serenitatis and the crater Manilius. Communicates with Lacus Gaudii.;;;;2;Довольно интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
LACUS EXCELLENTIAE;Озеро;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Lake of Excellence;(??);Lacus Masii;Не названо;Kristmannus;;;;0;19-го века;;;;;;-43;43.0° Запад;-36;36.0° Юг;Юго-Западный;Район кратера Schickard;62;Schickard;139;;048S 055S 213S;;;155;155;91;61;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Flooded region relatively flat and pretty little marked to the North-East of Schickard.;Contains some ghost craters.;;;2;Довольно интересное образование;11;4 дня после Первой Четверти;3 дня после Последней Четверти;5;Невооруженный глаз;10x бинокль
LACUS FELICITATIS;Озеро;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Lake of Hapiness;(??);Не названо;Не названо;Не названо;;;;0;19-го века;;;;;;5;5.0° Восток;19;19.0° Север;Северо-Восточный;Район Montes Apenninus;22;Conon;320;;357C 167N 174C;;;94;94;55;55;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Small dark and flat region situated to the North of Mare Vaporum.;Separated in two by a line of crest.;;;2;Довольно интересное образование;7;Первая Четверть;6 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
LACUS GAUDII;Озеро;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Lake of Joy;(??);Не названо;Не названо;Не названо;;;;0;19-го века;;;;;;13;13.0° Восток;17;17.0° Север;Северо-Восточный;Юго-Западная часть Mare Serenitatis;23;Linnй;285;;154C 161C;;;124;124;73;61;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Dark and flat Region situated alongside Mare Serenitatis to the South-West.;Separated from Lacus Hiemalis by a small lengthened mountain. Contains the craterlet Manilius Z.;;;2;Довольно интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;5;Невооруженный глаз;10x бинокль
LACUS HIEMALIS;Озеро;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Winter Lake;(??);Не названо;Не названо;Не названо;;;;0;19-го века;;;;;;14;14.0° Восток;15;15.0° Север;Северо-Восточный;Юго-Западная часть Mare Serenitatis;23;Linnй;285;7h2 / 11h8;154C 161C;;;51;51;30;30;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Small dark and flat region situated between the South-West Mare rim Serenitatis and the South-West slope of Menelaus.;Wears the craterlet Menelaus C to the South-East.;;;2;Довольно интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
LACUS LENITATIS;Озеро;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Lake of Tenderness;(??);Не названо;Не названо;Не названо;;;;0;19-го века;;;;;;12;12.0° Восток;14;14.0° Север;Северо-Восточный;Юго-Западная часть Mare Serenitatis;23;Linnй;285;;351C 154C 161C 167C;;;124;124;73;48;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Dark and flat region situated between the South-West Mare rim Serenitatis and the slope East Manilius.;;;;2;Довольно интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
LACUS MORTIS;Озеро;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Lake of Death;Riccioli (1651);Не названо;Mons Peuce;Lacus Mortis;;;;0;19-го века;;;;;;27;27.0° Восток;45;45.0° Север;Северо-Восточный;Северо-Восточный район Mare Serenitatis;14;Hercules;368;2b4 / 4h5;328N 334N 343N 131N 135N 143N 148N 154N;ST08/00  MM71;IV-091-H2;155;155;91;91;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;21 000 km2. System of wrinkle ridge. Contains Rimae Bьrg 1 & 2. Without doubting an old crater filled with lava. Craterlets.;;;;2;Довольно интересное образование;5;5 дней после Новолуния;4 дня после Полнолуния;5;Невооруженный глаз;10x бинокль
LACUS ODII;Озеро;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Lake of Hate;(??);Не названо;Не названо;Не названо;;;;0;19-го века;;;;;;7;7.0° Восток;19;19.0° Север;Северо-Восточный;Юго-Западная часть Mare Serenitatis;23;Linnй;285;;357C 161C 167N;;;71;71;42;42;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Small West East lengthened region flat and dark situated alongside Mare Serenitatis to the South-West.;Seems formed of two ancient joined craters.;;;2;Довольно интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
LACUS PERSEVERANTIAE;Озеро;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Lake of Persistence;(??);Не названо;Не названо;Не названо;;;;0;19-го века;;;;;;62;62.0° Восток;8;8.0° Север;Северо-Восточный;Восточный лимб Луны;38;Neper;229;;099N 112N;;;71;71;42;9;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Little extensive and flat region of dark color situated on the North-West slope of Firmicus.;;;;2;Довольно интересное образование;3;3 дня после Новолуния;2 дня после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
LACUS SOMNIORUM;Озеро;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Lake of Dreams;Riccioli (1651);Lacus Scientiae;Lacus Borysthenes;Lacus Somniorum;;;;0;19-го века;;;;;;28;28.0° Восток;39;39.0° Север;Северо-Восточный;Северо-Восточный район Mare Serenitatis;14;Hercules;348;1b8 / 2a3 / 4g4;328N 334N 343N 131N 135N 143N 148N 154N;;IV-091-M IV-177-M;0;0;0;182;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Pretty flat region fringing Mare Serenitatis to the North-East. 70 000 km2. Numerous hills and craterlets. Contains Rimae Daniell I to IV.;;;;3;Очень интересное образование;5;5 дней после Новолуния;4 дня после Полнолуния;5;Невооруженный глаз;10x бинокль
LACUS SPEI;Озеро;Период появления не определен;Lake of Hope;(??);Не названо;Lacus Hyperboreus Inferior;Mercurius;;;;0;19-го века;;;;;;65;65.0° Восток;43;43.0° Север;Северо-Восточный;Северо-Восточный лимб Луны;16;Gauss;347;;099N 105N;MM98;;82;82;48;48;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Very flat region situated to the North-East of Messala with dark floor and supporting Zeno P & K.;;;;3;Очень интересное образование;3;3 дня после Новолуния;2 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
LACUS TEMPORIS;Озеро;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Lake of Time;(??);Не названо;Не названо;Не названо;;;;0;19-го века;;;;;;57;57.0° Восток;46;46.0° Север;Северо-Восточный;Юго-Восточный район кратера Atlas;15;Atlas;364;;105N 106N 112N Il9N 124N;;;257;257;151;151;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Very flat region to the East of the Atlas crater.  Contains the craterlet Mercurius F.;;;;2;Довольно интересное образование;3;3 дня после Новолуния;2 дня после Полнолуния;5;Невооруженный глаз;10x бинокль
LACUS TIMORIS;Озеро;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Lake of Fear;(??);Rubenii;Не названо;Rothmannus;;;;0;19-го века;;;;;;-28;28.0° Запад;-39;39.0° Юг;Юго-Западный;Северо-Западный район кратера Tycho;63;Capuanus;67;;029S 036S 040S 201S 205S;;;134;134;79;30;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Region of dark and lengthened shape.;Oriented South-East North-West.;Surrounded with mountains.;Almost separated in two by two advanced mountainous slopes in the middle formed by the walls of Capuanus.;2;Довольно интересное образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;30;10x бинокль;50 мм рефрактор
LACUS VERIS;Озеро;Период появления не определен;Spring Lake;Franz (1913);Не названо;Не названо;Не названо;;;;0;19-го века;;;;;;-87;87.0° Запад;-13;13.0° Юг;Юго-Западный;Западо-Юго-Западный лимб Луны;50;Darwin;187;11h5;Q3W;MM178;IV-195-H3 IV-187-H2;556;556;327;36;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Flat extent of North South lengthened shape.;Situated between the two mountainous rings constituting Montes Rook to the North.;Floor filled with very dark material.;;2;Довольно интересное образование;14;Полнолуние;6 дней после Последней Четверти;30;10x бинокль;50 мм рефрактор
LADE;Кратер;Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет);Heinrich E. von Lade;Krieger / Kцnig (1912);Не названо;Не названо;Не названо;банкир;Германии;Германский;19;19-го века;?;1817;?;1904;Amateur astronomer.;10,1;10.1° Восток;-1,3;1.3° Юг;Юго-Восточный;Восточный район кратера Ptolemaeus;45;Andel;236;1e1 / 13d7;351S 357C 161C 167C;;IV-096-H3 IV-097-H1;58;58;34;34;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Wrecked circular formation.;Steep slopes to the North and non-existent to the supporting South Lade T and S to the West Lade X to the East and Lade U and B to the North.;Few high walls gobbled to the South and ridden to the West by Lade M.;Extensive flat floor filled with lava. Hill depressions and craterlets.;3;Очень интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
LAGALLA;Кратер;Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет) ?;Giulio Cesare Lagalla;Fauth (1936);Не названо;Не названо;Не названо;философ;Италии;Итальянский;16;16-го века;?;1571;?;1624;One of the first observers of the Moon with a telescope.;-22,5;22.5° Запад;-44,6;44.6° Юг;Юго-Западный;Северо-Западный район кратера Tycho;63;Capuanus;100;10f5 / 12b5;024S 029S 040S 191S 201S 205S;;IV-136-H2;88;88;52;52;2400;7300;0,0282;A_____________________________________________________________________________A;Damaged and deformed formation situated on the South-West slope of Wilhelm.;Sweet slopes crushed by Lagalla F to the West by Wilhelm B and Wilhelm to the North-East and by Wilhelm A to the East.;Few high walls supporting a craterlet to the South-West.;Flat floor of irregular form. Hills and lines of crest. Craterlets.;3;Очень интересное образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;30;10x бинокль;50 мм рефрактор
LAGRANGE;Равнина, окруженная валами;Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет);Comte Louis de Lagrange;Mдdler (1837);Не названо;Не названо;Не названо;математик;Франции;Французский;18;18-го века;Turin;1736;Paris;1813;Author of the 'Analytic Mechanics' in 1788 and the 'Analytic function theory' in 1797.;-72;72.0° Запад;-33,2;33.2° Юг;Юго-Западный;Юго-Западный лимб Луны;61;Piazzi;142;11g1 / 12g8;075C/S 080C/S 237S 247S;;;165;165;97;97;0;0;0,0169;Слишком плоское. Невозможно изобразить.;Circular formation strongly dismantled.;Pretty steep slopes riddled of craters and supporting Piazzi to the South-West.;High walls tormented supporting many craters whose Lagrange K to the North-East.;Flat floor to the North and tormented to the South. Mountainous mountain lengthened to the center.;3;Очень интересное образование;13;6 дней после Первой Четверти;5 дней после Последней Четверти;5;Невооруженный глаз;10x бинокль
LALANDE;Кратер;Коперниковский (с -1.1 миллиардов лет до наших дней);Joseph Jйrфme LeFranзois de Lalande;Lohrmann (1824);Rosetti;Mons Micale;Не названо;астроном;Франции;Французский;18;18-го века;Bourg en Bresse;1732;Paris;1807;Measure of the distance of the Moon in 1751. Works on planets.  Editor of the 'Knowledge of times' in 1760. Member of the french Academy of Sciences in 1753. Director of the Observatory of Paris in 1795. Author of 'French celestial History'.;-8,6;8.6° Запад;-4,4;4.4° Юг;Юго-Западный;Западный район кратера Ptolemaeus;43;Lalande;215;5c1 / 9a6 / 13h7;009C 018C 179C 183C;;IV-113-H3 IV-114-H1;26;26;15;15;2590;7800;0,1079;A__________________A;Isolated circular formation.;Steep slopes supporting a chain of mountains to the South-West and Lalande B to the North.;High walls with terraces.;Few extensive and flat floor. Small central relief. Radiations.;3;Очень интересное образование;8;1 день после Первой Четверти;Последняя Четверть;30;10x бинокль;50 мм рефрактор
LALLEMAND;Кратер;Период появления не определен;Andrй Lallemand (ex Kopff A);(??);Не названо;Не названо;Не названо;астроном;Франции;Французский;20;20-го века;Cirey les Pontailler;1904;Paris;1978;Inventor of the electronic camera in 1936. Professor to the College of France and member of the french Academy of Sciences in 1961.;-84,1;84.1° Запад;-14,3;14.3° Юг;Юго-Западный;Западный лимб Луны;39;Grimaldi;224;;Q3W;;IV-181-H2;19;19;11;11;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Isolated circular formation with bowl shape situated in the zone of librations.;Pretty steep slopes.;Few high walls.;Rounded floor.;2;Довольно интересное образование;14;Полнолуние;6 дней после Последней Четверти;50;50 мм рефрактор;100 мм рефрактор
LAMARCK;Кратер;Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет);Jean Baptiste de Monet Chevalier de Lamarck;Arthur / Whitaker (1963);Не названо;Не названо;Не названо;натуралист;Франции;Французский;18;18-го века;Bazentin;1744;Paris;1829;Professor to the Museum of natural history in 1793. Member of the french Academy of Sciences in 1795. Author of the theory of the adaptation of species called 'Lamarckism'.;-69,8;69.8° Запад;-22,9;22.9° Юг;Юго-Западный;Западо-Юго-Западный лимб Луны;50;Darwin;184;11g3;075C 080C 247C\S;;;119;119;70;70;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Wrecked circular formation.;Pretty steep slopes supporting Byrgius D to the South-East Lamarck A and D to the South-West and crushed by Darwin to the North.;Few high walls crushed by Darwin to the North.;Tormented floor with a crater to the North. Central mountain. Craterlets and line of crest.;3;Очень интересное образование;13;6 дней после Первой Четверти;5 дней после Последней Четверти;5;Невооруженный глаз;10x бинокль
LAMBERT;Кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет);Johann Heinrich Lambert;Schrцter (1802);Chisletti;Insula Sardinia;Не названо;математик;Германии;Германский;18;18-го века;Mulhouse;1728;Berlin;1777;Geometrical Theories on orbits of comets. Author of the cartographic projection with his name. Discoverer of the irrationality of Pi. Works on the photometry.;-21;21.0° Запад;25,6;25.6° Север;Северо-Западный;Южная часть Mare Imbrium;20;Pytheas;336;5e7 / 6e1;024N 029N/C 191N 201N;;IV-126-H3 IV-127-H1;31;31;18;18;2690;8200;0,0897;A_______________________A;Isolated circular formation.;Steep slopes supporting the craterlet Lambert A to the North-West and large ghost crater Lambert R to the South.;High walls with terraces.;Tormented floor. Central mountain with craterlet to the summit. Craterlets.;4;Исключительное образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;30;10x бинокль;50 мм рефрактор
LAME;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Gabriel Lamй;Arthur / Whitaker (1963);Не названо;Не названо;Не названо;математик и инженер;Франции;Французский;19;19-го века;Tours;1795;Paris;1870;Large works in Russia in 1820. Professor of physics in french  Polytechnic School in 1832. Implied in the first railroads. Elected to the french Academy of Sciences in 1843.;64;64.0° Восток;-14,7;14.7° Юг;Юго-Восточный;Востоко-Юго-Восточный лимб Луны;60;Vendelinus;189;15b4 / 15c5;303C/S 099C 105C 112C;;IV-184-H1;87;87;51;51;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;;Steep slopes crushing Vendelinus to the South-West supporting Lamй F and E to the North-East and Lamй 'M to the South-East.;High walls crushed by Lamй G to the South-East and Lamй J to the North-East.;;3;Очень интересное образование;3;3 дня после Новолуния;2 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
LAMECH;Кратер;Коперниковский (с -1.1 миллиардов лет до наших дней) ?;Fйlix Chemla Lamиch;Mьller (1935);Не названо;Не названо;Не названо;астроном;Франции;Французский;20;20-го века;?;1894;?;1962;Selenographer. Author of a lunar map.;13,1;13.1° Восток;42,7;42.7° Север;Северо-Восточный;Северный район Mare Serenitatis;13;Eudoxus;350;2d3;351N 357N 154N 161N;;IV-103-H2 IV-098-H2;14;14;8;8;1460;4400;0,1123;A__________________A;Circular formation.;Steep slopes supporting Eudoxus D to the North.;Few high walls.;Few extensive and flat floor.;2;Довольно интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
LAMONT;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Johann von Lamont;Krieger / Kцnig (1912);Не названо;Не названо;Не названо;астроном;Германии;Германский;19;19-го века;Braemar;1805;Bogenhausen;1879;Calculated the mass of Uranus from its satellites. Works in stellar photometry. Discoverer of periodic variations of the magnetic declination.;23,2;23.2° Восток;5;5.0° Север;Северо-Восточный;Восточная часть Mare Tranquillitatis;35;Arago;276;1b2 / 1c2 / 3g3 / 3h3;343C 148C 154C;ST01/00  MM86;;77;77;45;45;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Remarkable ghost circular formation with double enclosure situated to the South-East of Arago.;Form of the wrinkle ridge concentric and radial in Mare Tranquillitatis.;;;4;Исключительное образование;5;5 дней после Новолуния;4 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
LANDSTEINER;Малый кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет) ?;Karl Landsteiner (ex Timocharis F);(??);Не названо;Не названо;Не названо;биолог;США;Американский;20;20-го века;Vienne;1868;New York;1943;Discoverer of blood groups in 1900 and of the Rhesus factor in 1941. Nobel Price of medicine in 1930.;-14,8;14.8° Запад;31,3;31.3° Север;Северо-Западный;Центральная часть Mare Imbrium;11;Le Verrier;336;5d8 / 6c2;018N 191N;;;7;7;4;4;1350;4100;0,225;A________A;Circular formation with bowl shape.;Few steep slopes.;Few high walls.;Rounded floor.;1;Малоинтересное или сложное образование;8;1 день после Первой Четверти;Последняя Четверть;50;50 мм рефрактор;100 мм рефрактор
LANGLEY;Кратер;Период появления не определен;Samuel Pierpont Langley;Arthur / Whitaker (1963);Не названо;Не названо;Не названо;астроном и физик;США;Американский;19;19-го века;Roxbury;1834;Aiken;1906;Inventor of the bolometer in 1881. Measured the atmospheric permeability to the solar light. Constructor of a plane in 1896.;-86,3;86.3° Запад;51,1;51.1° Север;Северо-Западный;Северо-Северо-Западный лимб Луны;1;Markov;408;8d6;Q2N/NW;;;61;61;36;36;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Damaged formation situated in the zone of librations.;Few steep slopes supporting Galvani to the South-East Volta to the North.;Few high walls supporting Langley K & J to the North.;Tormented floor.;1;Малоинтересное или сложное образование;14;Полнолуние;6 дней после Последней Четверти;30;10x бинокль;50 мм рефрактор
LANGRENUS;Кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет);Michel Florent von Langren;Langrenus (1645);Langreni;Insula Major;Не названо;инженер и математик;Бельгии;Бельгийский;17;17-го века;?;1600;?;1675;Author of the first lunar map with nomenclature.;60,9;60.9° Восток;-8,9;8.9° Юг;Юго-Восточный;Восточный лимб Луны;49;Langrenus;188;15c6;303C/S 309C 315C 099C 105C 112C 119C;MM109;IV-046-H2 IV-184-H1 IV-053-H2;136;136;80;80;2600;7900;0,0197;Слишком плоское. Невозможно изобразить.;Circular formation deformed to the South.;Very steep and tormented slopes supporting Lohse Langrenus C and E to the South Sommerville to the North-East and Acosta to the North.;High walls with terraces deformed to the South.;Extensive flat floor more tormented to the North-West. Double central mountain 1000 m high. Hills and craterlets.;4;Исключительное образование;3;3 дня после Новолуния;2 дня после Полнолуния;5;Невооруженный глаз;10x бинокль
LANSBERG;Кратер;Верхний Имбрийский (с -3.8 миллиардов лет до -3.2 миллиардов лет);Philippe van Lansberge;Riccioli (1651);Kinschotti;Insula Malta;Lansberg;философ и астроном;Бельгии;Бельгийский;16;16-го века;?;1561;?;1632;Author of works on the gnomon and the astrolabe.;-26,6;26.6° Запад;-0,3;0.3° Юг;Юго-Западный;Юго-Восточный район Oceanus Procellarum;42;Fra Mauro;248;5g2 / 7a3 / 9e8;024C 029C 036C 040C 201C 205C;;IV-132-H3 IV-126-H1 IV-133-H1 IV-125-H3;41;41;24;24;3110;9400;0,0797;A__________________________A;Isolated circular formation.;Steep slopes.;High walls with terraces.;Few extensive and flat floor. Central mountain doubles. Craterlets.;4;Исключительное образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;30;10x бинокль;50 мм рефрактор
LASSELL;Кратер;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;William Lassel;(??);Не названо;Insula Lesbos;Не названо;астроном;Англии;Английский;19;19-го века;Bolton;1799;Maidenhead;1880;Amateur astronomer. Discoverer of Neptune's satellites Triton in 1846 Hypйrion in 1848 Ariel and Umbriel in 1851. Equally discoverer of 600 nebulae and galaxies.;-7,9;7.9° Запад;-15,5;15.5° Юг;Юго-Западный;Район Mare Humorum;54;Birt;210;9b4 / 13h4;009S 018C/S 179C 183C/S;;IV-113-H2;24;24;14;14;910;2800;0,0396;A______________________________________________________A;Isolated circular formation situated on the East bank of Mare Nubium.;Few steep slopes supporting Lassel B and a craterlet to the South a craterlet to the West and Alpetragius B to the North-East.;Few high walls.;Flat floor filled with lava with debris to the West.;3;Очень интересное образование;8;1 день после Первой Четверти;Последняя Четверть;30;10x бинокль;50 мм рефрактор
LAVOISIER;Кратер;Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет) ?;Antoine Laurent de Lavoisier;Mдdler (1837);Не названо;Не названо;Не названо;химик;Франции;Французский;18;18-го века;Paris;1743;Paris;1794;Member of the french Academy of Sciences in 1768. Principle of mass conservation. First analyze of the air;-81,2;81.2° Запад;38,2;38.2° Север;Северо-Западный;Северо-Западный лимб Луны;8;Rьmker;361;8f4;080N Q2NW 247N;;IV-189-H2;71;71;42;42;2000;6100;0,0286;A___________________________________________________________________________A;Deformed formation situated in the zone of librations.;Few steep slopes supporting Lavoisier H to the East and Lavoisier W and F to the South.;Pretty high walls.;Flat floor. Central mountain. Craterlets whose three important.;2;Довольно интересное образование;14;Полнолуние;6 дней после Последней Четверти;30;10x бинокль;50 мм рефрактор
