NAME;LOCAL_NAME;LONGI_360;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;LENGTH_KM_ILCD;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
APOLLO 16 BASE;APOLLO 16 BASE;15,6;HS90000S156000;90000S156000;Registered feature;Historical site;No IAU type;Human mission / Soft landing;Human action;16/04/1972;(NASA/USA);Not appliable;Apollo 16 mission landing base;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;15,6;15,6;15 ° 24 '  East;-9;9 ° 0 '  South;Nearside;South-East;Ptoleameus crater East area;45;Andel;0;Not indicated;Not indicated;Not described;IV-089-H3;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 16 April 1972 from Cape Kennedy / 17h 54 mn (TU). Vehicle 3,9m diameter. Command Module Casper (CM) 3,65 m high and 5,7 t.  Service Module (SM) 7,6 m long and 23,5 t. Lunar  Module Orion (LM) 6 m high, 4,2 m wide and 16,4 t whom 12 t propellants.;;John W. YOUNG (Commander) Charles M. DUKE (LM pilot) Thomas K. MATTINGLY (CSM pilot). Soft landing on April 21, 1971 on 2h 23mn 35s. First walk on April 21 from 16h 47mn to 23h 58mn (6h 32mn long). First excursion with LRV on April 22 from 16h 33mn to 23h 56mn (7h 23mn long). Second excursion with LRV on April 23 from 15h 25mn to 21h 05mn (5h 40mn long) until North Ray crater. Total distance 27 km.;Use of Lunar Roving Vehicle (LRV). Four wheels with independant electrical engine. Stick driving. 94.7 kg collected rocks. Dig to 3 m deep. Apollo Lunar Surface Experiment Package (ALSEP) with radio transmitter, passive sismometer, active sismometer, magnetometer. Thermal flux measurement. Laser reflector. Nuclear thermoelectrical generator SNAP-27 with plutonium 238. ALSEP end of transmissions on September 30, 1977.;Lift-off  April 24 on 21h 56mn. Surface time : 2d 32h 2mn. Launch of a lunar sub-satellite on April 24 on 21h 56mn. Mattingly 1h 24mn spacewalk on April 25. Splash down on April 27 on 19h 45 mn. Mission total duration : 11d 21h 51mn.;Not described;0;Invisible formation;7;First Quarter;Six days after Full moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
APOLLO 16 S IV B;APOLLO 16 S IV B;336,2;HS13000N3362000;13000N3362000;Registered feature;Historical site;No IAU type;Inert equipment / Voluntary impact;Human action;16/04/1972;(NASA/USA);Not appliable;Apollo 16 mission S IV B Saturn 5 rocket third stage;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-23,8;336,2;23 ° 48 '  West;1,3;1 ° 18 '  North;Nearside;North-West;Copernicus crater area;31;Not indicated;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 16 April 1972 from Cape Kennedy.;;Third stage of Apollo 16 mission Saturn 5 rocket sent to lunar soil to activate surface sismometers. Impact on April 19, 1972 at  21h 02mn 04s.;Impact at 2.5 km/s with a 79Â° angle. Energy 4.59 x 10^17 ergs.;;Not described;0;Invisible formation;9;Two days after First Quarter;One day after Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
APOLLO 17 BASE;APOLLO 17 BASE;30,8;HS201000N308000;201000N308000;Registered feature;Historical site;No IAU type;Human mission / Soft landing;Human action;07/12/1972;(NASA/USA);Not appliable;Apollo 17 mission landing base;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;30,8;30,8;30 ° 12 '  East;20,1;20 ° 6 '  North;Nearside;North-East;Mare Tranquillitatis North area;25;Römer;310;Not indicated;Not indicated;Not described;IV-078-H3;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 7 December 1972 from Cape Kennedy / 5h 33mn (TU). Vehicle 3,9m diameter. Command Module America (CM) 3,65 m high and 5,7 t.  Service Module (SM) 7,6 m long and 23,5 t. Lunar  Module Challenger (LM) 6 m high, 4,2 m wide and 16,4 t whom 12 t propellants.;;Eugene A. CERNAN (Commander) Harrison H. SCHMIDT (Geologist and LM pilote) Ronald E. EVANS (CSM pilot).  Soft landing on December 11, 1971 on 19h 54mn 57s. First excursion with LRV on December 11 from 23h 54mn to 7h 07mn (7h 13mn long). Second excursion with LRV on December 12 from 23h 28mn to 7h 05mn (7h 37mn long). Third excursion with LRV on December 13 from 22h 26mn to 5h 41mn (7h 15mn long). Total distance in Taurus - Littrow valley 27 km.;Use of Lunar Roving Vehicle (LRV). Four wheels with independant electrical engine. Stick driving. 110.5 kg collected rocks. Dig to 2.5 m deep. Apollo Lunar Surface Experiment Package (ALSEP) with radio transmitter, passive sismometer, active sismometer, gravimeter. Thermal flux measurement. Laser reflector. Nuclear thermoelectrical generator SNAP-27 with plutonium 238. ALSEP end of transmissions on September 30, 1977.;Lift-off  December 14 on 22h 54mn. Surface time : 3d 03h 01mn. Evans 1h 07mn spacewalk on December 14. Splash down on December 19 on 19h 24 mn. Mission total duration : 12d 13h 52mn.;Not described;0;Invisible formation;5;Five days after New Moon;Four days after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
APOLLO 17 S IV B;APOLLO 17 S IV B;347,69;HS42100S3476900;42100S3476900;Registered feature;Historical site;No IAU type;Inert equipment / Voluntary impact;Human action;07/12/1972;(NASA/USA);Not appliable;Apollo 17 mission S IV B Saturn 5 rocket third stage;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-12,31;347,69;12 ° 19 '  West;-4,21;4 ° 47 '  South;Nearside;South-West;Ptoleameus crater West area;43;Not indicated;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 7 December 1972 from Cape Kennedy.;;Third stage of Apollo 17 mission Saturn 5 rocket sent to lunar soil to activate surface sismometers. Impact on December 10,1972 at  20h 32mn 42s.;Impact at 2.55 km/s with a 55Â° angle. Energy 4.71 x 10^17 ergs.;;Not described;0;Invisible formation;8;One day after First Quarter;Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
APOLLO 17 LM;APOLLO 17 LM;30,5;HS199600N305000;199600N305000;Registered feature;Historical site;No IAU type;Inert equipment / Voluntary impact;Human action;15/12/1972;(NASA/USA);Not appliable;Apollo 17 mission LM ascent stage;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;30,5;30,5;30 ° 30 '  East;19,96;19 ° 58 '  North;Nearside;North-East;Mare Tranquillitatis North area;25;Not indicated;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 7 December 1972 from Cape Kennedy / 5h 33mn (TU). Lunar  Module Challenger (LM).;;Apollo 17 mission Lunar Module (LM) sent to lunar soil to activate surface sismometers. Impact on December 15, 1972 at 6h 50mn 20s.;Impact at 1,67 km/s with a 4,9Â° angle. Energy 3,15 x 10^16 ergs.;;Not described;0;Invisible formation;4;Four days after New Moon;Three days after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
LUNA 21;LUNA 21;30,3;HS259000N303000;259000N303000;Registered feature;Historical site;No IAU type;Probe / Soft landing;Human action;08/01/1973;(USSR / MOM / Lavochkin);Not appliable;Luna 21 + Lunakhod 2 / Lunik 21 + Lunakhod 2 (Class Ye-8) ;(USSR / MOM / Lavochkin);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;30,3;30,3;30 ° 42 '  East;25,9;25 ° 54 '  North;Nearside;North-East;Mare Tranquillitatis North area;25;Römer;312;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 8 January 1973 / 6h 55mn (UT) from BaÃ¯konour.;;Probe 4850 kg. Surface module 1814 kg with two ramps for Lunakhod 2 descent to soil. Radiocommanded vehicle from earth in real time.;Soft landing in Le Monnier crater. Lunakhod 2 is 2.2 m long, 1.6m wide and 1.35 m high with 8 wheels, each with independant engine and brake. 840 kg mass. Solar panel electrical source. Internal heater with Polonium 210. Speed 1 to 2 km/h. Four cameras whom two stereoscopic.;Physical and mechanical lunar soil analysis with a soil tester at 1000 different locations. Chemical analysis at 25 different locations. Magnetometer. Radiometer. Total distance 37 km during 10.5 monthes. Sends more than 80 000 pictures whom 86 panoramas. Mission ends June 4, 1974.;Not described;0;Invisible formation;3;Three days after New Moon;Two days after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
LUNA 23;LUNA 23;62,18;HS124100N621800;124100N621800;Registered feature;Historical site;No IAU type;Probe / Soft landing;Human action;28/10/1974;(USSR);Not appliable;Luna 23 / Lunik 23;(USSR);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;62,18;62,18;62 ° 49 '  East;12,41;12 ° 25 '  North;Nearside;North-East;East Moon limb;38;Not indicated;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 28 October 1974 / 14h 30mn (UT) from BaÃ¯konour.;;Probe 4800 kg. Surface module 1880 kg. External arm to dig soil. Planned for a sample return. Difficult soft landing in Mare Crisium. Damaged lander. Radio transmissions during 3 days. Lift off failure.;;;Not described;0;Invisible formation;3;Three days after New Moon;Two days after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
LUNA 24;LUNA 24;62,12;HS124500N621200;124500N621200;Registered feature;Historical site;No IAU type;Probe / Soft landing;Human action;09/08/1976;(USSR);Not appliable;Luna 24 / Lunik 24;(USSR);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;62,12;62,12;62 ° 53 '  East;12,45;12 ° 27 '  North;Nearside;North-East;East Moon limb;38;Neper;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 9 August 1976 / 15h 04mn (UT) from BaÃ¯konour.;;Probe 4800 kg. Surface module 1880 kg. Soft landing in Mare Crisium. External arm digging soil to 2 m deep. Sample return with 170 g lunar soil on August 22 in Western Siberia.;;;Not described;0;Invisible formation;3;Three days after New Moon;Two days after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
HITEN;HITEN;55,3;HS340000S553000;340000S553000;Registered feature;Historical site;No IAU type;Probe / Voluntary impact;Human action;24/01/1990;(ISAS / Japan);Not appliable;Hiten / Hagoromo (Ex Muses A);(ISAS / Japon);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;55,3;55,3;55 ° 42 '  East;-34;34 ° 0 '  South;Nearside;South-East;South East Moon limb;69;Furnerius;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 24 January 1990 / 11h 46mn (UT) from Kagoshima.;;Cylindrical probe 1.4 m diameter and 0.8 m high. 197 kg whom 42 kg hydrazin. Includes a 12 kg small lunar satellite called Hagoromo with polyhedrical shape with 26 sides. Put on elliptical terrestriel orbit. Turns behind Moon on March 18, 1990 then 10 other times. Tests for first time aerobraking at 125 km altitude in terrestrial atmosphere on March 19. descends to 16.5 km lunar surface.;Hagoromo put on lunar orbit on February 21, 1990 despite of its transmiter failure. Hiten put to lunar orbit Lagrange points. No captured particles found. Put on lunar orbit on February 15, 1993. Voluntary crash on lunar surface near crater Stevinus on April 10, 1993 on 18h 03mn 26s. ;;Not described;0;Invisible formation;3;Three days after New Moon;Two days after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
LUNAR PROSPECTOR;LUNAR PROSPECTOR;42;HS877000S420000;877000S420000;Registered feature;Historical site;No IAU type;Probe / Voluntary impact;Human action;07/01/1998;(NASA/USA);Not appliable;Lunar Prospector;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;20;20 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;42;42;42 ° 0 '  East;-87,7;87 ° 18 '  South;Nearside;South-East;South Moon limb;74;Manzinus;42;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 7 January 1998 / 2h 28mn (UT) from Cape Kennedy.;;285 kg probe taking some ashes of Eugene Shoemaker astronomer in Apollo program. Put on lunar polar orbit on January 13, 1998 at 100 km altitude. Lowered to 10 km 6 monthes after. Total Moon mapping in various domains. On March 5, detection of water presence in darkened floor of polar craters.;Sent on lunar soil on July 31 1999 on 9h 52mn near crater Scott. Impact observed by Hubble and Keck telescopes. No water emission recorded. ;;Not described;0;Invisible formation;4;Four days after New Moon;Three days after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
SMART - 1;SMART - 1;313,8;HS344000S3138000;344000S3138000;Registered feature;Historical site;No IAU type;Probe / Voluntary impact;Human action;27/09/2003;(ESA) Built by Swedish Space Corporation.;Not appliable;Smart (Small Missions for Advanced Research and Technology);(ESA) Built by Swedish Space Corporation.;Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-46,2;313,8;46 ° 12 '  West;-34,4;34 ° 36 '  South;Nearside;South-West;Lacus Excellentiae;62;Schickard;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on september 27 2003 / 23h 14mn UT from Centre spatial de Kourou (French Guyana) by  Ariane V  rocket flight n°162 ;;About 366kg probe. 1 M3 volume equiped with solar panels 14 m wide. Electrical ion drive. On board : a camera (AMIE), an X-ray telescope (D-CIXS), an IR spectrograph (SIR), etc... Put on lunar orbit on november 11 2004. Beginning of observations on november 2005. Orbit from 300 to 3000 km altitude;Sent on lunar soil on september 1st 2006. Crash on septembre 3 2006 at 5h 42mn 22s in Lacus Excellentiae. Estimated speed 2km/s. Angle 2Â°. Impact observed  by more than 20 terrestrial telescopes as the CFHT, NASA-IRTF, SAAO, Tenerife and Calar Alto, and also 5 radiotelescopes.   ;Impact recorded by CFHT. Flash followed by a dust cloud covering 80 km2. Crater estimated to 10m x 3m and 1 to 2 m deep. Bright ejecta could reach 100 m in longitudinal direction.;Not described;0;Invisible formation;11;Four days after First Quarter;Three days after Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
GRAIL-A / EBB;GRAIL-A / EBB;333,4;HS756100N3334000;756100N3334000;Registered feature;Historical site;No IAU type;Probe / Voluntary impact;Human action;17/12/2012;(NASA/USA);Not appliable;Gravity Recovery and Interior Laboratory A / Ebb;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-26,6;333,4;26 ° 36 '  West;75,61;75 ° 37 '  North;Nearside;North-West;Philolaus crater North area;3;Plato;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on september 10 2011 / 13h 08mn from Cape Canaveral Delta II rocket;Work in association with GRAIL-B / Flow. Arrived on lunar orbit on december 31 2011 & january 01 2012.  ;About  137 kg for empty probe and 307 kg with hydrazine. Dimensions : 1,09 m x 0,95 m x 0,76 m. 2 solar panels providing 763 W. On board : 6 antennas with one in K band for measuring distance between the two probes and determining gravity field variation.;Sent on lunar soil on december 17 2012. Crash near Mouchez crater. Estimated speed 1700 m/s. Dig a 5 m crater. Impact retreived by Lunar Reconnaissance Orbiter on february 28 2013.   ;Best lunar gravity field map. Moon internal structure better knowledge.;Not described;0;Invisible formation;9;Two days after First Quarter;One day after Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
GRAIL-B / FLOW;GRAIL-B / FLOW;333,2;HS756500N3332000;756500N3332000;Registered feature;Historical site;No IAU type;Probe / Voluntary impact;Human action;17/12/2012;(NASA/USA);Not appliable;Gravity Recovery and Interior Laboratory B / Flow;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-26,8;333,2;26 ° 48 '  West;75,65;75 ° 39 '  North;Nearside;North-West;Philolaus crater North area;3;Plato;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on september 10 2011 / 13h 08mn from Cape Canaveral Delta II rocket;Work in association with GRAIL-A / Ebb. Arrived on lunar orbit on december 31 2011 & january 01 2012.  ;About  137 kg for empty probe and 307 kg with hydrazine. Dimensions : 1,09 m x 0,95 m x 0,76 m. 2 solar panels providing 763 W. On board : 6 antennas with one in K band for measuring distance between the two probes and determining gravity field variation.;Sent on lunar soil on december 17 2012. Crash near Mouchez crater. Estimated speed 1700 m/s. Dig a 5 m crater. Impact retreived by Lunar Reconnaissance Orbiter on february 28 2013.   ;Best lunar gravity field map. Moon internal structure better knowledge.;Not described;0;Invisible formation;9;Two days after First Quarter;One day after Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
