NAME;LOCAL_NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONALTY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGHT_KM;WIDE_KM;LENGHT_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1985;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
APOLLO 15 BASE;APOLLO 15 BASE;HS260000N36000;260000N36000;Formation répertoriée;Site historique;Pas de type UAI;Mission humaine / Atterrissage ;Action humaine;26/07/1971;(NASA/USA);Non applicable;Apollo 15 / Base d'alunissage;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;3,6;3,6000;3 ° 36 '  Est;26;26 ° 0 '  Nord;Face visible;Nord-Est;Secteur des Monts Apennins;22;Conon;322;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;IV-102-H3 IV-103-H1 IV-110-H1;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 26 Juillet 1971 de Cape Kennedy / 13h 34mn (TU). Vehicle 3,9m diameter. Command Module Endeavour (CM) 3,65 m high and 5,7 t.  Service Module (SM) 7,6 m long and 23,5 t. Lunar  Module Falcon (LM) de 6 m high, 4,2 m wide and 16,4 t whom 12 t propellants.;David R. SCOTT (Commandant) James B. IRWIN (Pilote du LM) Alfred M. WORDEN (Pilote du CSM). Alunissage le 30 Juillet 1971 à 22h 16mn 29s. Première marche le 31 juillet de 13h 13mn à 19h 45mn (6h 32mn). Première excursion en LRV le 1er ao ût de 11h 48mn à 19h 01mn (7h 13mn). Seconde excursion en LRV le 2 ao ût de 8h 52mn à 13h 42mn (4h 50mn) jusqu'à Rima Hadley. Distance totale parcourue 27,9 km jusqu'à 5 km du LM.;Première utilisation du Lunar Roving Vehicle (LRV). Véhicule à 4 roues équipées chacune d'un moteur électrique. Pilotage par manche. 76.8 kg de roches collectés. Scott montra qu'une plume et un marteau tombe à la même vitesse vu l'absence d'atmosphère. Carottes jusqu'à 2.36 m de profondeur. Visite de Rima Hadley. Apollo Lunar Surface Experiment Package (ALSEP) avec transmetteur radio, sismomètre passif, mesure d'atmosphère, détecteur d'ions, détecteur de poussières, magnétomètre, mesureur de flux thermique, réflecteur laser. Alimentation par générateur thermoélectrique au plutonium 238 SNAP-27. Fin des transmissions de l'ALSEP le 30 septembre 1977.;Séjour total sur la Lune : 2j 18h 55mn. Décollage le 2 ao ût à 17h 11mn. Mise en orbite d'un sub-satellite lunaire le 3 ao ût à 20h 13mn. Sortie dans l'espace de Worden le 5 ao ût de 38mn. Amérissage le 7 ao ût 1971 à 20h 45mn. Durée totale de la mission : 12j 7h 11mn. ;;Non décrit;0;Non visible;7;Premier Quartier;6 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 15 LM;APOLLO 15 LM;HS263600N2500;263600N2500;Formation répertoriée;Site historique;Pas de type UAI;Equipement inerte / Impact volontaire;Action humaine;26/07/1971;(NASA/USA);Non applicable;Apollo 15 mission / Etage ascensionnel du LEM;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;0,25;0,2500;0 ° 45 '  Est;26,36;26 ° 22 '  Nord;Face visible;Nord-Est;Secteur des Monts Apennins;22;Conon;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 26 Juillet 1971 de Cape Kennedy / 13h 34mn (TU). Lunar  Module Falcon (LM).;Etage de remontée du Lunar  Module (LM) de la mission Apollo 15 précipité sur le sol lunaire pour activer les sismographes laissés à la surface. S'écrase le 3 ao ût 1971 dans Palus Putredinis à 3h 3mn 37s.;Impact à 1,7 km/s avec un angle de 3,2 ° par rapport à l'horizontale. Energie dégagée 3,4 x 10^16 ergs.;;;Non décrit;0;Non visible;7;Premier Quartier;6 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 15 S IV B;APOLLO 15 S IV B;HS15100S3481900;15100S3481900;Formation répertoriée;Site historique;Pas de type UAI;Equipement inerte / Impact volontaire;Action humaine;26/07/1971;(NASA/USA);Non applicable;Apollo 15 / 3ème étage S IV B de la fusée Saturn 5;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-11,81;348,1900;11 ° 49 '  Ouest;-1,51;1 ° 29 '  Sud;Face visible;Sud-Ouest;Région à  l'Ouest du cratère  Ptolémée;43;Lalande;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 26 Juillet 1971 de Cape Kennedy.;Troisième étage de la fusée Saturne 5  de la mission Apollo 15 (Etage d'insertion en orbite de transfert lunaire) précipité sur le sol lunaire pour activer les sismographes laissés sur la surface. S'écrase le 29 juillet 1971 près du craterlet Turner B à 20h 58mn 43s.;Impact à 2,58 km/s avec un angle de 62 ° par rapport à l'horizontale. Energie dégagée 4,61 x 10^17 ergs.;;;Non décrit;0;Non visible;8;1 jour après le Premier Quartier;Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
LUNA 18;LUNA 18;HS34000N564000;34000N564000;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Impact volontaire;Action humaine;02/09/1971;(URSS / MOM / Lavochkin);Non applicable;Luna 18 / Lunik 18 (Class Ye-8-5);(USSR / MOM / Lavochkin);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;56,4;56,4000;56 ° 24 '  Est;3,4;3 ° 24 '  Nord;Face visible;Nord-Est;Limbe Est de la Lune;38;Neper;229;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;??;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 2 Septembre 1971 / 13h 40mn (UT) de Baïkonour.;Sonde de 5700 kg. Même classe que Luna 16. Comporte une sonde d'alunissage de 1 880 kg avec module de retour d'échantillons de sol prélevés. Se met en orbite autour de la Lune le 7 septembre. ;Réalise 54 orbites lunaires avant la tentative d'alunissage. Communications interrompues au moment du contact avec le sol dans Mare Fecunditatis le 11 septembre.;;;Non décrit;0;Non visible;3;3 jours après la Nouvelle Lune;2 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
LUNA 20;LUNA 20;HS34000N564000;34000N564000;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Atterrissage ;Action humaine;14/02/1972;(URSS / MOM / Lavochkin);Non applicable;Luna 20 / Lunik 20 (Class Ye-8-5);(USSR / MOM / Lavochkin);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;56,4;56,4000;56 ° 24 '  Est;3,4;3 ° 24 '  Nord;Face visible;Nord-Est;Limbe Est de la Lune;38;Neper;229;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;??;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 14 Février 1972 / 3h 27mn (UT) de Baïkonour.;Sonde de 5700 kg. Même classe que Luna 16. Comporte une sonde d'alunissage de 1 880 kg avec module de retour d'échantillons de sol prélevés. Se met en orbite autour de la Lune le 18 février. ;Alunissage en douceur le 21 février dans Mare Fecunditatis à 120 km de l'impact de Luna 18. Photographies panoramiques. Bras extensible. Redécollage de la surface lunaire le 22 février. Retour sur Terre avec 30 g de roches lunaires le 25 février.;;;Non décrit;0;Non visible;3;3 jours après la Nouvelle Lune;2 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 16 BASE;APOLLO 16 BASE;HS90000S156000;90000S156000;Formation répertoriée;Site historique;Pas de type UAI;Mission humaine / Atterrissage ;Action humaine;16/04/1972;(NASA/USA);Non applicable;Apollo 16 / Base d'alunissage;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;15,6;15,6000;15 ° 36 '  Est;-9;9 ° 0 '  Sud;Face visible;Sud-Est;Région à  l'Est du cratère Ptolémée;45;Andel;0;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;IV-089-H3;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 16 Avril 1972 de Cape Kennedy / 17h 54 mn (TU). Vehicle 3,9m diameter. Command Module Casper (CM) 3,65 m high and 5,7 t.  Service Module (SM) 7,6 m long and 23,5 t. Lunar  Module Orion (LM) 6 m high, 4,2 m wide and 16,4 t whom 12 t propellants.;John W. YOUNG (Commandant) Charles M. DUKE (Pilote du LM) Thomas K. MATTINGLY (Pilote du CSM). Alunissage le 21 avril 1972 à 2h 23mn 35s. Première marche le 21 avril de 16h 47 à 23h 58mn (7h 11mn). Première excursion en LRV le 22 avril de 16h 33 à 23h 56mn (7h 23mn). Seconde excursion en LRV le 23 avril de 15h 25mn à 21h 05mn (5h 40mn) jusqu'au cratère North Ray. Distance totale parcourue 27 km Jusqu'à km du LM.;Utilisation du Lunar Roving Vehicle (LRV). Véhicule à 4 roues équipées chacune d'un moteur électrique. Pilotage par manche. 94,7 kg de roches collectés. Carottage à 3m de profondeur. Apollo Lunar Surface Experiment Package (ALSEP) avec transmetteur radio, sismomètre passif, sismomètre actif, magnétomètre, mesureur de flux thermique, réflecteur laser. Alimentation par générateur thermoélectrique au plutonium 238 SNAP-27. Fin des transmissions de l'ALSEP le 30 septembre 1977.;Séjour total sur la Lune : 2j 23h 2mn. Décollage le 24 avril à 1h 25mn. Mise en orbite d'un sub-satellite lunaire le 24 avril à 21h 56mn. Sortie dans l'espace de Mattingly le 25 avril de 1h 24mn. Amérissage le 27 avril 1972 à 19h 45mn. Durée totale de la mission : 11j 21h 51mn. ;;Non décrit;0;Non visible;7;Premier Quartier;6 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 16 S IV B;APOLLO 16 S IV B;HS13000N3362000;13000N3362000;Formation répertoriée;Site historique;Pas de type UAI;Equipement inerte / Impact volontaire;Action humaine;16/04/1972;(NASA/USA);Non applicable;Apollo 16 / 3ème étage S IV B de la fusée Saturn 5;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-23,8;336,2000;23 ° 48 '  Ouest;1,3;1 ° 18 '  Nord;Face visible;Nord-Ouest;Secteur du cratère Copernic;31;Copernicus;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 16 Avril 1972 de Cape Kennedy.;Troisième étage de la fusée Saturne 5  de la mission Apollo 16 (Etage d'insertion en orbite de transfert lunaire) précipité sur le sol lunaire pour activer les sismographes laissés sur la surface. S'écrase le 19 avril 1972 dans Mare Insularum entre Rheinhold et Lansberg à 21h 02mn 04s.;Impact à 2,5 km/s avec un angle de 79 ° par rapport à l'horizontale. Energie dégagée 4,59 x 10^17 ergs.;;;Non décrit;0;Non visible;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 17 BASE;APOLLO 17 BASE;HS201000N308000;201000N308000;Formation répertoriée;Site historique;Pas de type UAI;Mission humaine / Atterrissage ;Action humaine;07/12/1972;(NASA/USA);Non applicable;Apollo 17 / Base d'alunissage;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;30,8;30,8000;30 ° 48 '  Est;20,1;20 ° 6 '  Nord;Face visible;Nord-Est;Région au Nord de la Mer de la Tranquillité;25;Römer;310;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;IV-078-H3;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 7 Décembre 1972 de Cape Kennedy / 5h 33mn (TU). Vehicle 3,9m diameter. Command Module America (CM) 3,65 m high and 5,7 t.  Service Module (SM) 7,6 m long and 23,5 t. Lunar  Module Challenger (LM) 6 m high, 4,2 m wide and 16,4 t whom 12 t propellants.;Eugene A. CERNAN (Commandant) Harrison H. SCHMIDT (Géologue et pilote du LM) Ronald E. EVANS (Pilote du CSM). Du 7 au 19 Décembre 1972. Capsule America. LM Challenger. Alunissage le 11 décembre 1972 à 19h 54mn 57s. Première excursion en LRV le 11 décembre de 23h 54mn à 7h 07mn (7h 13mn). Seconde excursion le 12 décembre de 23h 28mn à 7h 05mn (7h 37mn). Troisième excursion le 13 décembre de 22h 26mn à 5h 41mn (7h 15mn) Distance totale parcourue 30 km Jusqu'à km du LM.;Utilisation du Lunar Roving Vehicle (LRV). Véhicule à 4 roues équipées chacune d'un moteur électrique. Pilotage par manche. 110,5 kg de roches collectées. Carottes à 2.5 m. Apollo Lunar Surface Experiment Package (ALSEP) avec transmetteur radio, sismomètre actif à cartouches explosives, gravimètre, mesureur de flux thermique, mesure d'atmosphère, détecteur d'ions, détecteur de poussières, réflecteur laser. Alimentation par générateur thermoélectrique au plutonium 238 SNAP-27. Fin des transmissions de l'ALSEP le 30 septembre 1977.;Séjour total sur la Lune : 3j 03h 01mn. Décollage le 14 décembre à 22h 54mn. Sortie dans l'espace de Evans le 17 décembre de 1h 07mn. Amérissage le 19 décembre 1972 à 19h 24mn. Durée totale de la mission : 12j 13h 52mn;;Non décrit;0;Non visible;5;5 jours après la Nouvelle Lune;4 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 17 S IV B;APOLLO 17 S IV B;HS42100S3476900;42100S3476900;Formation répertoriée;Site historique;Pas de type UAI;Equipement inerte / Impact volontaire;Action humaine;07/12/1972;(NASA/USA);Non applicable;Apollo 17 / 3ème étage S IV B de la fusée Saturn 5;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-12,31;347,6900;12 ° 19 '  Ouest;-4,21;4 ° 47 '  Sud;Face visible;Sud-Ouest;Région à  l'Ouest du cratère  Ptolémée;43;Lalande;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 7 Décembre 1972 de Cape Kennedy.;Troisième étage de la fusée Saturne 5  de la mission Apollo 17 (Etage d'insertion en orbite de transfert lunaire) précipité sur le sol lunaire pour activer les sismographes laissés sur la surface. S'écrase le 10 décembre 1972 près du craterlet Turner M à 20h 32mn 42s.;Impact à 2,55 km/s avec un angle de 55 ° par rapport à l'horizontale. Energie dégagée 4,71 x 10^17 ergs.;;;Non décrit;0;Non visible;8;1 jour après le Premier Quartier;Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
APOLLO 17 LM;APOLLO 17 LM;HS199600N305000;199600N305000;Formation répertoriée;Site historique;Pas de type UAI;Equipement inerte / Impact volontaire;Action humaine;15/12/1972;(NASA/USA);Non applicable;Apollo 17 mission / Etage ascensionnel du LEM;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;30,5;30,5000;30 ° 30 '  Est;19,96;19 ° 58 '  Nord;Face visible;Nord-Est;Région au Nord de la Mer de la Tranquillité;25;Römer;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 7 Décembre 1972 de Cape Kennedy / 5h 33mn (TU). Lunar  Module Challenger (LM).;Etage de remontée du Lunar  Module (LM) de la mission Apollo 17 précipité sur le sol lunaire pour activer les sismographes laissés à la surface. S'écrase le 15 décembre 1972 près du craterlet Ching-te à 6h 50mn 20s.;Impact à 1,67 km/s avec un angle de 4,9 ° par rapport à l'horizontale. Energie dégagée 3,15 x 10^16 ergs.;;;Non décrit;0;Non visible;4;4 jours après la Nouvelle Lune;3 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
